Freq	Burst	Degree	Centrality	Sigma	PageRank	Keyword	Author	Year	Title	Source	Vol	Page	Half-life	DOI	ClusterID
2		1	0.00	1.00	0.00		ADEL BOUGHRARA	2014	<html><b>...</b></html>	SO	0	0	1		
2		0	0.00	1.00	0.00		GINANJAR DEWANDARU	2015	<html><b>...</b></html>	SO	0	0	0		
2		0	0.00	1.00	0.00		BOREK VASICEK	2014	<html><b>...</b></html>	SO	0	0	1		
2		0	0.00	1.00	0.00		IFTEKHAR HASAN	2015	<html><b>...</b></html>	SO	0	0	0		
2		2	0.00	1.00	0.00		IANA LIADZE	2010	<html><b>...</b></html>	SO	0	0	1		
2		0	0.00	1.00	0.00		GIUSEPPE CASTELLACCI	2014	<html><b>...</b></html>	SO	0	0	1		
1		0	0.00	1.00	0.00		ALEXANDER HERBERTSSON	2011	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALESSIO SARETTO	2010	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		ANNE M KEOGH	2006	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALFRED YT WONG	2011	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		THOMAS W ARANT	2006	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		LESLIE G CLELAND	2006	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		PATRICK W SULLIVAN	2006	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		GEORGE HALKOS	2007	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		MARCO TOLOTTI	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		HOLGER KRAFT	2009	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALAN D MORRISON	2011	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		JAMES E EPPERSON	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		ADLAR J KIM	2010	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		KATE PERL	2006	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		TREVOR J WILLIAMS	2006	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ADRIAN MORAR TRIANDAFIL	2011	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		AMELIA PAIS	2011	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		JIAQI YAN	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		DIDIER COSSIN	2007	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		CARMEN HARTULARI	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		ANGELA GALUPA	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		CARLOS PARRALOPEZ	2008	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		CG DE VRIES	2006	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALEJANDRA MARINOVIC G	2011	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		BAIQI MIAO	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		ELENA SARTORI	2009	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALAN GREENSPAN	2010	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		KEITH D MCNEIL	2006	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		ROBERT G WEINTRAUB	2006	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		JEAN E CORDIER	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		MARTIN SUMMER	2006	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		F SCHWEITZER	2009	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		AARON TORNELL	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		LOUISE DRIFFILL	2008	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		ANNELAURE FOUGERES	2008	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		APARNA GUPTA	2020	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		JOSHUA D WOODARD	2008	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		PASCAL I TOMECEK	2009	<html><b>...</b></html>	SO	0	0	0		
1		6	0.00	1.00	0.00		JOHN H WLODARCZYK	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		DMITRY V VEDENOV	2006	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		ANASTASIOS SEPETIS	2007	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		ALFRED LEHAR	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		HIPOLIT TORRO	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		KOUSHIK KAR	2020	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		JAVIER CALATRAVAREQUENA	2008	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ANDREA CRISTINA DORR	2011	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ANDREAS ENGERT	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		A KALBASKA	2012	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALAN G MAYPER	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALAN KIRMAN	2010	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		HEATHER ULRICH	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		BELKACEM ABDOUS	2008	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		HUAIQING WANG	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		HELMUT ELSINGER	2006	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		HENRY SCHELLHORN	2007	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALLAN D GRODY	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ANASTASSIOS A DRAKOS	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		NICHOLAS SEYBERT	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		FRANCISCO CLIMENT	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		BARRY J BARNETT	2006	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		SAMUEL L ELLIS	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		ALBERTO RUSSO	2010	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		AMIRAN GAFNI	2011	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		MOGENS STEFFENSEN	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		J LORENZ	2009	<html><b>...</b></html>	SO	0	0	0		
1		0	0.00	1.00	0.00		ALEXANDER CHUDIK	2011	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		KILANI GHOUDI	2008	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		JL GELUK	2006	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		PAOLO DAI PRA	2009	<html><b>...</b></html>	SO	0	0	0		
1		2	0.00	1.00	0.00		MAJEED SIMAAN	2020	<html><b>...</b></html>	SO	0	0	0		
1		3	0.00	1.00	0.00		KANG YE	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		KAY GIESECKE	2009	<html><b>...</b></html>	SO	0	0	0		
1		1	0.00	1.00	0.00		MARTIAL V PHELIPPEGUINVARC'H	2006	<html><b>...</b></html>	SO	0	0	0		
