id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
581	"battiston, s"	0.7729	-0.2216	2	751	11441	278
585	"baum, cf"	0.0429	0.2659	5	103	138	4
591	"baur, dg"	-0.8807	0.0879	1	165	268	7
592	"bauwens, l"	-0.7981	-0.3832	1	82	174	8
601	bcbs	0.4376	-0.3614	2	346	1688	43
604	"beale, n"	0.692	0.1681	2	280	766	22
606	"beatty, a"	-0.3678	0.0287	1	86	160	4
609	"beaupain, r"	1.6158	-0.0765	2	107	230	5
612	"bebchuk, l"	-0.7392	0.0832	1	63	133	3
613	"bebchuk, la"	-0.4782	0.4222	4	125	208	6
614	"beber, a"	-0.8131	-0.1822	1	107	160	7
615	"bech, m"	0.2848	0.5649	3	111	185	5
616	"bech, ml"	1.0393	0.1285	3	426	2140	51
618	"beck, t"	-0.6975	0.1921	1	332	727	20
633	"beirne, j"	-0.8055	-0.261	1	174	322	13
634	"bekaert, g"	-0.8694	-0.0425	1	402	1872	57
645	"beltratti, a"	-0.7525	-0.48	9	145	218	6
647	"ben-david, i"	0.0106	-0.2078	1	98	155	4
651	"bengtsson, e"	-0.3519	-1.0031	9	88	136	3
653	"benhabib, j"	-0.1384	0.6048	4	75	156	9
656	"benjamini, y"	-0.1159	-0.7077	1	86	250	6
657	"benmelech, e"	-0.7331	0.0549	1	120	176	5
663	"benoit, s"	-0.2397	-0.5095	9	394	1144	28
669	"benzoni, l"	-0.8412	-0.209	1	102	164	3
673	"berg, a"	-0.6964	0.3034	1	117	297	5
678	"berger, an"	-0.6224	0.1081	1	393	1144	27
679	"berger, d"	-0.6291	-0.1573	1	87	133	5
689	"berkowitz, j"	-0.816	-0.283	1	85	169	6
693	"bernal, o"	-0.6696	-0.3335	1	131	210	9
694	"bernanke ben, s"	-0.1004	0.8223	6	100	130	4
695	"bernanke, b"	0.0898	0.5875	4	356	1128	27
696	"bernanke, bs"	0.0249	0.3983	5	432	1309	28
698	"bernardi, m"	-0.8548	-0.4653	1	52	180	8
700	"berndsen, rj"	1.4583	-0.3521	2	103	216	3
701	"berndt, a"	-0.8702	-0.1688	1	81	138	6
704	"bernoth, k"	-0.7051	-0.1141	1	120	170	5
705	"bernoulli, j"	0.6246	0.6628	6	16	75	3
709	"berrospide, j"	1.4711	-0.4605	2	95	173	4
727	"betz, f"	-0.1442	-0.5381	7	190	422	12
738	"bhattacharia, s"	0.1442	0.5569	4	138	225	5
739	"bhattacharya, s"	-0.0812	0.3836	4	238	521	12
744	"biagini, f"	0.9424	-0.7253	7	96	239	7
745	"biais, b"	-0.3076	0.5688	4	82	190	4
771	"billings, m"	-0.3503	0.8203	4	83	180	3
773	"billio, m"	-0.3122	-0.3003	1	762	3715	108
780	"bindseil, u"	0.6153	0.4883	3	110	231	4
784	"birch, a"	0.6566	-0.6843	7	110	198	5
785	"birch, j"	0.4662	-0.8169	2	90	201	3
793	bis	-0.048	-0.1806	7	193	476	14
798	"bisias, d"	0.0363	-0.1037	9	543	1620	38
805	"black, f"	-0.2653	0.3117	1	351	766	22
807	"black, l"	-0.7062	-0.2681	1	159	268	8
813	"blanchard, o"	-0.476	0.1572	1	59	106	7
820	"blanco, r"	-0.8336	-0.2916	1	114	184	8
823	"blasques, f"	-0.0145	-0.2013	3	279	613	13
826	"blavarg, m"	1.0028	0.064	5	172	277	4
827	"blavarg, martin"	0.4254	0.4308	3	123	234	6
832	"blien, u"	0.2829	0.4512	3	111	180	5
842	"bluhm, m"	0.6245	0.1032	3	377	1429	32
845	"blume, l"	0.9945	0.2036	7	264	810	16
849	"blundell, r"	-0.3132	-0.034	1	84	120	4
850	"blundell-wignall, a"	-0.289	0.0285	1	181	277	7
853	"bo, lj"	0.3034	-0.4017	2	52	99	4
854	"boako, g"	-0.9889	-0.2944	1	38	114	6
861	"boccaletti, s"	0.9824	-0.658	2	154	295	8
866	"boginski, v"	0.4368	-0.7912	2	120	351	8
867	"boguna, m"	1.015	-0.2831	2	82	127	6
876	"bollerslev, t"	-0.9625	-0.1276	1	214	596	20
877	"bollobas, b"	0.881	-0.5174	7	186	525	17
879	"bolton, p"	-0.3511	0.2783	4	199	384	12
881	"bonacich, p"	0.3046	-0.3222	3	316	1072	32
884	"bonanno, g"	0.3911	-0.6899	2	155	535	13
891	"bongini, p"	-0.7028	0.1554	1	135	230	7
895	"bookstaber, r"	0.7382	-0.3138	2	242	712	14
901	"boot, awa"	-0.8115	0.3706	1	81	241	7
906	"bordo, m"	-0.273	0.3439	4	142	217	5
907	"bordo, md"	-0.5407	0.4942	1	82	114	3
909	"borgatti, sp"	1.0515	-0.2757	3	259	720	17
913	"borio, c"	-0.0404	0.4666	4	467	1484	29
927	"boss, m"	0.7524	-0.1267	3	637	4732	118
930	"bostanci, g"	-0.9824	-0.2693	1	75	116	4
935	"bouchaud, jp"	1.0512	-0.1958	5	154	364	8
954	"boyd, jh"	-0.8007	0.3327	1	186	328	8
955	"boyd, jp"	1.8283	-0.1294	2	67	198	4
957	"boyer, bh"	-0.567	-0.335	1	95	141	5
963	"boyson, nm"	-0.7045	-0.1378	1	260	491	13
975	"bramer, p"	-0.3412	-0.6866	9	109	167	4
977	"bramoulle, y"	0.7745	0.2357	3	101	173	6
988	"brauning, f"	0.911	0.3292	3	214	601	9
990	"braverman, a"	0.8316	-0.3335	2	104	181	5
992	"bravo-benitez, b"	1.1826	-0.4634	2	119	207	4
1007	"brewer, e"	-0.4311	0.0833	1	133	199	7
1016	"brin, s"	0.4959	-0.3616	3	151	264	7
1026	"brock, wa"	0.6573	-0.0321	5	195	356	6
1033	"brooks, c"	-0.4055	-0.5576	1	115	157	4
1037	"brown, co"	-0.8126	0.0867	1	92	161	6
1045	"brownlees, c"	-0.391	-0.4807	1	354	1033	34
1046	"brownlees, ch"	-0.5796	-0.2356	1	106	144	4
1047	"brownlees, christian"	-0.2525	0.2194	8	82	132	4
1048	"brownlees, ct"	0.0386	-0.1944	5	247	469	9
1055	"brummitt, cd"	1.3314	-0.2254	2	99	202	7
1063	"brunnermeier, m"	-0.4925	0.0295	1	343	814	20
1065	"brunnermeier, mk"	-0.0957	0.0314	4	779	5409	136
1069	"brusco, s"	0.2985	0.199	4	370	946	20
1072	"bryant, j"	-0.4792	0.6894	4	90	175	5
1080	"buch, cm"	-0.5881	-0.2568	1	137	181	5
1092	"buldyrev, sv"	1.0915	-0.4713	2	185	395	9
1100	"burkholz, r"	1.5161	-0.0655	2	66	178	8
1102	"burnside, c"	-0.5487	0.3929	8	28	117	3
1109	"bushman, rm"	-0.5332	0.1015	1	97	216	6
1110	"bussiere, m"	-0.6116	0.3084	1	102	281	6
1122	"caballero, j"	-0.217	0.1857	1	216	417	8
1126	"caballero, rj"	0.1346	0.3844	4	468	1824	40
1127	"cabrales, a"	0.4974	0.0204	3	212	485	13
1128	"cabrales, antonio"	0.5467	0.0308	3	120	207	5
1129	"caccioli, f"	0.7315	-0.2022	2	630	4900	125
1130	"caceres, c"	-0.3914	-0.3709	1	140	191	7
1138	"cai, j"	0.3323	0.2381	4	163	313	9
1143	"cajueiro, do"	0.8832	-0.0243	2	224	515	14
1146	"caldarelli, g"	1.1791	-0.3219	2	251	927	23
1150	"callaway, ds"	0.9413	-0.1234	3	112	189	6
1155	"calomiris, c"	-0.7599	0.3259	1	152	257	6
1156	"calomiris, cw"	-0.3995	0.6141	4	384	1509	46
1158	"calvo, ga"	-0.7174	0.1384	1	252	451	13
1159	"calvo, s"	-1.0023	-0.1597	1	56	111	5
1166	"cameron, ac"	-0.9293	-0.1035	1	84	128	3
1170	"campbell, jy"	-0.6935	-0.0432	1	247	474	13
1178	"canedo, jmd"	0.9001	0.0303	3	176	398	8
1193	"capie, f"	-0.0066	1.0707	6	44	168	3
1197	"caporin, m"	-0.9213	-0.326	1	164	349	11
1199	"cappiello, l"	-0.6511	-0.2707	1	263	462	12
1201	"capponi, a"	0.9308	-0.3106	7	234	810	29
1203	"caprio, g"	-0.7454	0.3859	1	101	217	4
1205	"caraiani, p"	0.3415	-0.8883	2	58	152	2
1214	"carhart, mm"	-0.4645	-0.3005	1	105	158	5
1215	"carletti, e"	-0.5427	0.4264	4	107	173	5
1217	"carlin, bi"	-0.464	0.3176	4	46	111	3
1221	"carlson, m"	-0.0778	0.704	4	55	174	7
1227	"carmona, r"	0.8053	-0.647	7	76	156	5
1229	"carow, ka"	-1.046	0.2627	1	30	147	3
1238	"carter, ck"	-0.7911	-0.4872	1	50	101	4
1240	"caruana, j"	0.0018	0.1318	3	102	137	5
1244	"carvalho, vm"	1.384	-0.5602	2	75	206	2
1259	"castiglionesi, f"	0.7746	0.2525	5	303	949	25
1261	"castren, o"	0.3542	-0.295	2	192	331	6
1281	"cecchetti, sg"	0.1429	0.3147	3	187	301	7
1297	"cepeda, f"	1.4158	-0.3585	3	86	189	4
1304	"cerutti, e"	-0.2381	0.2928	1	196	335	9
1309	"cetina, j"	0.8632	-0.5285	2	126	190	3
1310	"cetorelli, n"	-0.5008	-0.1242	1	158	310	8
1313	cgfs	-0.1249	-0.0187	8	139	200	5
1317	"chakrabarty, bidisha"	-0.4834	-0.2316	1	96	155	3
1335	"chan-lau jorge, a"	-0.6111	-0.2181	1	94	141	4
1338	"chan-lau, j"	-0.0665	-0.1616	8	317	684	16
1339	"chan-lau, ja"	0.0843	-0.2377	2	362	1010	26
1349	"chari, vv"	-0.4537	0.5088	4	145	265	9
1356	"chau, f"	-0.5271	-0.4163	1	94	132	4
1357	"chava, s"	-0.8176	-0.0467	1	210	419	8
1364	"chen, c"	0.9127	-0.2519	7	202	530	15
1367	"chen, cws"	-0.8943	-0.459	1	22	84	3
1369	"chen, h"	-0.1308	-0.2467	1	285	579	13
1370	"chen, j"	-0.7694	-0.1473	1	81	106	4
1373	"chen, k"	0.1635	-0.8438	2	91	128	3
1376	"chen, n"	1.0849	-0.3419	7	138	403	15
1387	"chen, tq"	0.496	-0.3353	2	102	371	15
1393	"chen, yn"	-0.0144	0.2472	4	201	333	9
1397	"cheng, j"	-0.7026	0.2277	1	89	164	3
1402	"cheridito, p"	0.3095	-0.6589	7	55	140	4
1403	"chernenko, s"	-0.3596	-0.9077	9	78	112	2
1406	"chernozhukov, v"	-0.7268	-0.2036	1	52	153	4
1419	"chiang, tc"	-1.0307	-0.1233	1	84	177	7
1422	"chiarella, c"	0.2287	0.372	5	88	156	4
1427	"chin, ww"	-0.5585	-1.1404	9	37	114	2
1429	"chinazzi, m"	0.6186	-0.1614	5	324	998	22
1466	"christoffersen, p"	-0.8884	-0.065	1	142	204	6
1467	"christoffersen, pf"	-0.8671	-0.3653	1	112	173	6
1478	"chung, f"	1.3187	-0.492	7	73	146	6
1487	"cifuentes, r"	0.5084	-0.0117	7	630	3716	97
1488	"cihak, m"	-0.727	0.3629	1	143	202	4
1490	"cimini, g"	1.322	-0.5528	2	248	1674	34
1495	"cirillo, p"	0.5971	0.6399	6	53	209	9
1496	"claessens, s"	-0.7339	0.0021	1	275	568	18
1498	"claeys, p"	-0.7851	-0.3218	1	184	329	9
1503	"clauset, a"	0.9645	0.2062	5	229	628	18
1521	"cocco, jf"	0.8037	0.1651	3	407	1508	34
1523	"cochrane, jh"	-0.3746	-0.338	1	149	223	7
1533	"cohen, lj"	-0.1709	0.0434	1	74	99	3
1535	"cohen, r"	1.2248	-0.2389	2	157	393	9
1538	"cohen-cole, e"	0.8638	-0.1667	3	159	278	6
1540	"colander, d"	0.9631	0.3424	3	121	201	5
1545	"coles, s"	-0.5036	0.1612	8	75	135	3
1549	"collin-dufresne, p"	-0.7062	-0.0743	1	213	421	16
1571	"congdon, t"	-0.0062	1.0738	6	44	114	2
1577	"constancio, v"	-0.5278	-0.3449	1	167	290	9
1578	"constantin, a"	0.5452	-0.557	2	110	154	3
1582	"cont, r"	0.7465	-0.2196	7	629	5237	138
1611	"cornett, mm"	-0.6475	0.2435	1	123	198	6
1619	"corsetti, g"	-0.7351	-0.1626	1	129	246	9
1620	"corsi, f"	0.3426	-0.4725	2	236	567	16
1634	"coval, j"	-0.1611	0.1026	8	121	191	6
1648	"craig, b"	0.9176	0.0386	3	543	3292	76
1650	"craig, br"	0.8782	0.1595	3	111	189	5
1652	"creal, d"	-0.9555	-0.337	1	60	117	5
1681	"cummins, jd"	-0.936	0.0245	1	219	691	18
1685	"curme, c"	0.1984	-0.7926	2	78	122	2
1687	"curry, tj"	-0.7874	-0.0396	1	87	121	3
1696	"d'errico, m"	0.7851	-0.4803	2	115	167	5
1719	"dang, tv"	-0.0171	0.7754	4	80	153	4
1724	"danielsson, j"	0.098	-0.0898	5	384	1636	36
1734	"das, sr"	-0.6423	-0.2502	1	182	350	12
1735	"dasgupta, a"	0.0876	0.191	4	351	998	26
1736	"dastkhan, h"	0.0864	-0.5262	2	70	144	6
1748	"davies, r"	0.1503	0.978	6	87	119	2
1751	"davis, ep"	-0.3491	0.3658	1	195	422	8
1754	"davis, m"	-0.0538	-0.0502	1	161	272	7
1765	"de bandt, o"	0.0517	0.312	6	433	1221	27
1770	"de bruyckere, v"	-0.9369	-0.2904	1	186	333	12
1779	"de grauwe, p"	-0.6236	-0.1496	1	174	288	9
1782	"de haas, r"	-0.7168	0.2234	1	116	267	8
1785	"de jonghe, o"	-0.7318	0.0637	1	291	635	15
1787	"de masi, g"	1.1517	-0.2258	2	307	1295	33
1791	"de nicolo, g"	-0.8579	0.0525	1	248	557	16
1799	"de santis, ra"	-0.8577	-0.1668	1	74	103	3
1802	"de souza, srs"	0.383	-0.4069	2	147	298	9
1803	"de vries, cg"	0.1523	-0.116	5	209	406	9
1805	"deangelo, h"	-0.4365	0.1463	1	61	110	4
1808	"debandt, o"	-0.1791	0.362	4	205	348	9
1811	"dechow, pm"	0.8483	0.2154	3	66	123	3
1814	"dees, s"	-0.3523	-0.4575	1	133	189	5
1823	"degryse, h"	-0.0551	-0.0661	3	334	786	22
1825	"degryse, hans"	0.5317	0.0755	3	446	1629	41
1842	"dell'ariccia, g"	-0.6012	0.1475	1	203	373	12
1853	"delpini, d"	0.9525	-0.2704	5	159	284	6
1854	"demange, g"	1.0077	0.2539	3	89	163	6
1863	"demirer, m"	-0.481	-0.5683	1	166	325	8
1864	"demirguc-kunt, a"	-0.6642	0.2866	1	352	1400	37
1868	"demsetz, rs"	-0.7413	0.1894	1	114	209	6
1889	"desai, m"	0.2355	1.1479	6	81	122	2
1891	"detering, n"	1.2435	-0.5069	7	80	183	6
1910	"deyoung, r"	-0.8918	0.1744	1	159	301	6
1915	"di gangi, d"	1.3824	-0.2765	2	115	220	4
1921	"di matteo, t"	0.2982	-0.8088	2	100	236	4
1925	"diamond, dw"	-0.0652	0.34	4	770	4939	128
1939	"diebold, f"	-0.6898	-0.338	1	103	177	7
1940	"diebold, fx"	-0.6074	-0.3345	1	568	2871	93
1961	"dinger, v"	0.3591	0.5694	3	104	153	4
1969	"djankov, s"	-0.9368	0.2491	1	101	155	3
2000	"dornbusch, r"	-0.8039	-0.1746	1	211	391	14
2003	"dorogovtsev, sn"	1.3462	-0.269	2	144	262	6
2012	"dow, j"	-0.3983	0.764	6	105	135	2
2029	"drehmann, m"	0.305	-0.1619	7	469	1485	32
2030	"drehmann, mathias"	0.1639	0.0794	8	196	345	6
2043	"duan, jc"	0.141	-0.1099	3	213	704	21
2045	"duarte, f"	0.3548	-0.1373	3	190	351	8
2051	"dudley, e"	-0.5868	-0.237	1	97	170	5
2053	"dudley, wc"	0.957	-0.0444	5	142	215	2
2057	"duffie, d"	-0.2291	-0.1065	1	544	2564	77
2059	"duffle, d"	0.0599	-0.0051	3	114	205	7
2061	"dufour, jm"	-0.9802	-0.4732	1	60	135	6
2064	"dumas, b"	-0.5731	0.3255	8	61	103	3
2069	"dungey, m"	-0.9089	-0.2621	1	307	1416	45
2077	"durante, f"	-1.0172	-0.3014	1	29	99	7
2082	"duttagupta, r"	-0.6071	0.2929	1	85	131	3
2089	"easley, d"	0.1906	0.5605	4	116	198	5
2090	"easley, david"	0.9307	0.4204	6	115	192	5
2097	"eboli, m"	0.7277	0.0177	2	117	259	9
2100	ecb	-0.179	-0.136	1	292	591	17
2115	"edwards, s"	-0.9158	-0.0997	1	111	255	9
2123	"egloff, d"	0.2799	0.5709	6	174	343	10
2128	"ehrmann, m"	-0.5986	-0.0863	1	116	188	8
2130	"eichengreen, b"	-0.7132	-0.1404	1	332	691	19
2131	"eichengreen, barry"	-0.5818	0.087	1	83	115	5
2138	"eisenberg, l"	0.6368	-0.1118	7	658	4551	139
2141	"eisert, t"	0.7784	0.3942	3	134	217	3
2157	"elliott, m"	0.4492	-0.1807	7	603	2905	82
2161	"ellul, a"	-0.0336	-0.7766	9	154	271	7
2165	"elsinger, h"	0.5958	-0.243	7	644	5260	129
2166	"elsinger, helmut"	1.1605	0.0334	3	109	176	5
2168	"elyasiani, e"	-1.0949	0.1481	1	71	330	6
2169	"embrechts, p"	-0.3722	0.1497	8	148	250	8
2178	"engle, r"	-0.7468	-0.231	1	392	1006	34
2179	"engle, rf"	-0.8411	-0.2714	1	382	1322	42
2183	"ennis, hm"	0.3445	0.6123	5	133	252	9
2188	"epstein, lg"	-0.4036	0.5192	4	68	146	4
2192	"erdos, p"	1.0449	0.0033	3	248	619	16
2194	"ericsson, j"	-0.8117	-0.0924	1	113	185	6
2199	"erol, s"	0.4814	0.2158	4	120	194	5
2207	"espinosa-vega, ma"	0.6753	-0.0331	8	169	302	5
2211	"estrada, e"	0.4577	-0.4581	2	134	305	11
2212	"estrella, a"	-0.6314	-0.1755	1	125	186	7
2220	"eun, cs"	-0.9878	-0.1133	1	128	231	6
2222	"european banking, authority"	-0.0895	-0.1299	1	163	430	10
2224	european central bank (ecb)	-0.0875	-0.1379	3	98	138	5
2225	"european central, bank"	0.258	0.0683	5	433	1760	38
2229	"european, commission"	-0.6408	0.0904	1	106	162	8
2242	"fagiolo, g"	0.5833	-0.0344	5	271	706	19
2244	"fahlenbrach, r"	-0.8377	0.2099	1	146	300	6
2253	"fama, ef"	-0.4339	0.0806	1	384	1115	36
2255	"fan, jq"	-0.77	-0.4317	1	60	133	4
2265	"farboodi, m"	0.7992	0.3785	3	170	416	9
2267	"farhi, e"	-0.3172	0.3966	4	308	780	20
2271	"farmer, jd"	0.6083	0.3222	5	191	433	13
2278	"favero, c"	-0.7258	-0.1419	1	75	112	4
2279	"favero, ca"	-0.8819	-0.1504	1	91	151	5
2286	"fecht, f"	0.1782	0.3844	3	184	435	11
2289	federal deposit insurance corporation	0.5578	0.5454	3	128	211	6
2295	"federal reserve, board"	0.5108	1.0994	6	69	130	3
2301	"feinstein, z"	1.0822	-0.6698	7	162	951	36
2322	"fernandez, v"	-0.9344	-0.2423	1	82	104	4
2326	"fernando, cs"	-0.7921	-0.0695	1	93	160	3
2329	"ferreira, ma"	-0.5504	-0.0672	1	134	186	5
2340	"fields, ja"	-0.765	-0.0682	1	61	150	2
2353	financial crisis inquiry commission	-0.2224	0.1316	1	128	171	3
2354	financial services authority	-0.118	0.9207	6	73	157	4
2355	financial stability board (fsb)	-0.4648	-0.1023	1	87	196	9
2360	"financial stability, board"	-0.2261	-0.5347	9	287	1155	29
2365	"finger, k"	1.4177	0.0833	2	181	568	14
2368	"fink, k"	0.8652	-0.6567	2	168	354	7
2377	"fischer, t"	0.6794	-0.0286	7	148	287	8
2379	"fisher, i"	-0.1449	0.8129	6	117	170	3
2387	"flannery, mj"	-0.532	0.2467	1	296	922	24
2401	"follmer, h"	0.5635	-0.2864	7	141	314	9
2410	"forbes, k"	-0.908	-0.1244	1	167	333	12
2411	"forbes, kj"	-0.8659	-0.1615	1	465	1444	48
2416	"forni, m"	-0.3211	-0.5912	1	24	120	4
2421	"fostel, a"	0.4737	0.651	6	112	168	4
2432	"fouque, jp"	0.7778	-0.4501	7	241	674	21
2433	"fourel, v"	1.1205	-0.4543	2	114	186	4
2438	"francis, jr"	-0.5016	0.0327	1	22	108	4
2444	"franke, r"	0.58	1.0157	6	77	111	2
2447	"frankel, ja"	-0.0134	-0.1433	2	86	164	4
2454	"fratzscher, m"	-0.6826	0.318	1	170	330	8
2457	"freeman, lc"	0.7221	-0.1121	3	190	390	9
2459	"freixas, x"	0.1805	0.2678	3	751	4572	115
2462	"french, kr"	-0.6292	0.0662	1	161	249	7
2465	"frey, r"	0.2697	-0.0167	6	134	304	9
2467	"fricke, d"	1.1224	0.0317	3	440	2377	55
2473	"friedman, m"	0.3814	0.9954	6	95	231	6
2474	"friedman, milton"	-0.3325	0.7835	4	85	167	5
2477	"frisell, l"	0.5225	0.3311	3	125	207	4
2479	"froot, ka"	-0.337	0.4107	4	106	192	6
2490	fsb	0.3304	-0.2043	8	144	281	5
2497	"fujiwara, y"	0.9417	-0.0505	2	127	264	8
2501	"furfine, c"	0.0861	0.7177	3	109	228	4
2502	"furfine, ch"	0.6071	0.1373	3	640	4165	104
2511	"gabaix, x"	0.4315	-0.1636	5	184	299	9
2513	"gabbi, g"	1.172	0.1602	2	135	272	6
2515	"gabrieli, s"	0.9699	0.3038	3	188	399	9
2519	"gaffeo, e"	1.0683	0.1487	5	180	387	7
2524	"gai, p"	0.6307	-0.0733	2	798	9197	249
2527	"galati, g"	0.1683	0.7839	6	139	192	5
2528	"galbiati, m"	1.1794	-0.2787	2	218	523	7
2530	"gale, d"	0.939	-0.0299	2	183	392	10
2531	"gale, dm"	0.5275	0.2562	3	159	309	10
2533	"galeotti, a"	1.1182	-0.3815	2	124	180	3
2547	"gambacorta, l"	-0.2202	0.2438	1	95	163	4
2553	"gandy, a"	1.175	-0.6768	7	176	577	16
2561	"garas, a"	0.7607	-0.424	2	121	186	6
2574	"garlaschelli, d"	1.0759	-0.4532	2	203	534	17
2575	"garleanu, n"	-0.0464	0.6067	4	107	199	6
2580	"garnier, j"	0.5028	-0.582	7	69	139	5
2582	"garratt, rj"	0.8027	0.0075	3	176	391	8
2586	"gaspar, v"	0.7344	0.7645	3	51	132	2
2587	"gatev, e"	-0.3394	-0.4919	1	130	169	3
2589	"gatti, dd"	0.6698	0.3333	5	292	1128	26
2592	"gauthier, c"	0.4952	-0.131	3	255	736	19
2601	"geanakoplos, j"	0.3596	0.5838	6	336	929	19
2614	"gennaioli, n"	-0.6077	-0.4899	9	154	247	5
2618	"georg, c"	0.5403	0.239	3	127	201	4
2619	"georg, cp"	0.7339	-0.0365	2	598	3202	80
2624	"georgescu, om"	1.0548	-0.1887	3	121	210	4
2636	"gersl, a"	-0.3613	0.4894	4	88	116	3
2640	"getmansky, m"	-0.0472	-0.433	1	116	193	7
2642	"geweke, j"	-0.9155	-0.4939	1	37	105	5
2644	"geyer, a"	-0.6327	-0.2221	1	107	154	5
2659	"giansante, s"	0.6565	-0.2115	5	142	200	2
2663	"giesecke, k"	-0.1875	-0.1656	1	394	1658	47
2665	"giglio, s"	-0.4714	-0.0989	1	254	518	14
2675	"gilson, sc"	-0.5967	0.044	1	89	131	3
2683	"girardi, g"	-0.6816	-0.4334	1	205	463	17
2684	"giudici, p"	-0.16	-0.6547	7	198	489	22
2691	"glasserman, p"	0.5662	-0.3576	7	644	4106	108
2695	"gleeson, jp"	1.5482	-0.3315	2	72	213	12
2699	"glosten, lr"	-0.8789	-0.2631	1	89	127	5
2708	"godley, w"	0.4869	1.1494	6	74	165	3
2712	"goetzmann, wn"	-0.7144	-0.2386	1	93	120	3
2713	"gofman, m"	0.5987	-0.2638	3	229	534	11
2714	"gofman, michael"	0.8553	0.3423	3	78	176	2
2720	"goldsmith-pinkham, p"	-1.0506	0.0994	1	126	177	4
2721	"goldstein, i"	-0.2896	0.4273	4	246	681	22
2722	"goldstein, m"	-0.9627	-0.0647	1	86	126	4
2729	"gomez-puig, m"	-0.7844	-0.2046	1	108	320	11
2745	"goodhart, c"	0.0035	0.6857	6	218	401	11
2747	"goodhart, cae"	-0.2216	0.7018	6	285	642	14
2752	"gordy, mb"	0.4703	-0.3835	2	115	225	7
2757	"gorton, g"	-0.2874	0.3685	4	532	2054	57
2759	"gorton, gb"	0.1647	0.6967	6	285	610	16
2765	"gourieroux, c"	0.1395	-0.2785	7	267	690	24
2768	"goyal, s"	0.9149	0.117	3	202	416	11
2786	"granger, cwj"	-0.5702	-0.5279	1	222	572	18
2792	"gravelle, t"	0.1913	-0.4744	7	96	211	6
2794	"gray dale, f"	-0.479	0.1961	8	70	311	7
2795	"gray, d"	-0.5055	0.1823	8	185	328	9
2796	"gray, df"	-0.1101	-0.1577	5	261	582	9
2797	"gray, j"	-0.0065	1.0749	6	44	114	2
2804	"greene, wh"	-0.5073	0.2366	1	124	174	5
2810	"greenwald, bc"	0.353	0.5107	5	95	260	6
2812	"greenwood, r"	0.581	-0.1933	2	399	1455	37
2824	"grilli, r"	0.8856	0.1447	5	205	457	10
2830	"gromb, d"	0.3549	0.5684	4	92	155	4
2833	"gropp, r"	-0.6148	0.0509	1	384	1150	31
2839	"grossman, sj"	0.0463	0.4449	4	104	188	5
2842	"group of, ten"	-0.9053	0.1146	1	121	156	3
2846	"grundke, p"	0.2359	-0.6836	7	110	222	5
2853	"gualdi, s"	1.263	-0.1762	2	184	478	10
2874	"guo, f"	-1.0113	-0.2085	1	69	102	4
2907	"hair, j"	-0.5597	-1.1404	9	37	114	2
2908	"hair, jf"	-0.553	-1.1237	9	37	364	7
2913	"halaj, g"	0.7458	-0.2021	2	441	2541	51
2914	"haldane andrew, g"	0.1835	0.2447	4	187	328	8
2915	"haldane, a"	0.3873	0.3845	6	329	842	22
2916	"haldane, ag"	0.7464	0.1253	2	629	4344	109
2918	"hale, g"	-0.0494	0.2578	1	350	1087	24
2922	"hall, p"	-0.2794	0.24	8	110	199	6
2930	"hamao, y"	-1.0687	-0.0577	1	126	201	5
2941	"hamilton, jd"	-0.076	0.2276	3	144	219	8
2962	"hansen, lp"	-0.2962	0.6048	4	109	252	8
2963	"hansen, pr"	-1.0059	-0.2557	1	68	104	3
2966	"hanson, sg"	0.1436	0.3679	4	250	492	10
2973	"hardie, wk"	-0.6804	-0.5231	1	121	226	9
2979	"harrington, se"	-1.0451	0.0611	1	110	205	6
2987	"hart, o"	-0.255	0.3804	4	115	211	7
2990	"hartmann, p"	-0.4548	0.1208	1	261	709	23
2993	"harvey, ac"	-0.9559	-0.3557	1	83	119	5
2994	"harvey, cr"	-0.5501	-0.3656	1	87	114	4
3003	"hasman, a"	-0.0356	0.4874	4	188	374	6
3007	"hastie, t"	-0.4963	-0.483	1	106	144	3
3009	"hatchett, jpl"	0.2779	-0.2929	2	130	313	12
3010	"hattori, m"	-0.3124	0.4246	1	144	241	5
3012	"hatzopoulos, v"	1.0739	0.3116	5	94	160	4
3027	"hautsch, n"	-0.3402	-0.5885	1	387	1272	37
3031	"hawkesby, c"	-0.5226	0.2186	1	120	167	4
3036	"hayek, fa"	0.0671	0.916	6	76	102	2
3044	"he, zg"	-0.2951	0.2949	8	154	292	8
3061	"heider, f"	0.5947	0.5173	3	169	369	9
3066	"heinz, ff"	-0.6968	-0.1561	1	91	121	4
3067	"heise, s"	0.48	-0.3929	2	122	213	8
3076	"hellwig, m"	0.0226	0.118	3	162	289	9
3078	"hellwig, mf"	-0.2397	-0	1	159	295	9
3080	"helwege, j"	-0.5601	-0.0162	1	221	532	14
3090	"henseler, j"	-0.5581	-1.1359	9	37	168	3
3096	"hernandez, lf"	-0.9697	-0.0337	1	70	99	4
3102	"herring, r"	-0.1969	0.7614	6	133	208	6
3106	"hertzel, mg"	-0.6893	-0.0545	1	139	367	8
3110	"heston, sl"	-0.6801	0.1303	8	117	223	5
3119	"hill, bm"	0.1401	0.1505	5	126	189	6
3133	"hirtle, b"	-0.4878	-0.8678	9	95	131	4
3140	"ho, tsy"	0.6225	0.5471	3	181	341	7
