id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
662	"amini h, 2012, int j theor appl fin, v15, doi 10.1142/s0219024911006504"	-0.4615	0.0453	1	204	440	18
669	"amini h, 2016, math financ, v26, p329, doi 10.1111/mafi.12051"	-0.511	-0.1823	1	245	727	29
670	"amini h, 2016, oper res lett, v44, p1, doi 10.1016/j.orl.2015.10.005"	-0.5374	-0.6594	4	86	207	11
705	"anand k, 2012, j econ dyn control, v36, p1088, doi 10.1016/j.jedc.2012.03.005"	-0.7835	0.0271	1	194	411	13
706	"anand k, 2013, j econ behav organ, v85, p219, doi 10.1016/j.jebo.2012.04.006"	-0.8195	-0.1144	1	158	312	10
711	"anand k, 2015, quant financ, v15, p625, doi 10.1080/14697688.2014.968195"	-0.5149	-0.2069	1	256	810	26
712	"anand k, 2018, j financ stabil, v35, p107, doi 10.1016/j.jfs.2017.05.012"	-0.9473	-0.4124	1	130	241	8
767	"ang a, 2013, j monetary econ, v60, p493, doi 10.1016/j.jmoneco.2013.04.009"	0.935	-0.1809	2	106	152	9
771	"angelini p, 1996, j bank financ, v20, p853, doi 10.1016/0378-4266(95)00029-1"	-0.1135	0.4021	1	138	261	13
774	"angelini p, 2011, j money credit bank, v43, p923, doi 10.1111/j.1538-4616.2011.00402.x"	-0.765	-0.2159	1	104	163	5
874	"arghyrou mg, 2012, j int financ mark i, v22, p658, doi 10.1016/j.intfin.2012.03.003"	1.6242	-0.3154	2	48	55	5
877	"arinaminpathy n, 2012, p natl acad sci usa, v109, p18338, doi 10.1073/pnas.1213767109"	-0.6744	-0.0269	1	190	476	19
910	"artzner p, 1999, math financ, v9, p203, doi 10.1111/1467-9965.00068"	0.3557	-0.1401	2	148	188	10
922	"ashcraft ab, 2007, am econ rev, v97, p221, doi 10.1257/aer.97.2.221"	-0.9871	0.4133	1	68	104	5
1018	"babus a, 2016, rand j econ, v47, p239, doi 10.1111/1756-2171.12126"	-0.6445	0.2407	1	106	166	8
1053	"bae kh, 2003, rev financ stud, v16, p717, doi 10.1093/rfs/hhg012"	0.911	0.0286	2	202	372	23
1084	"baig t, 1999, int monet fund s pap, v46, p167"	1.3992	0.1122	2	61	68	5
1218	"barabasi al, 1999, science, v286, p509, doi 10.1126/science.286.5439.509"	-0.5016	0.0145	1	264	740	30
1249	"bardoscia m, 2015, plos one, v10, doi 10.1371/journal.pone.0130406"	-0.671	-0.272	1	169	404	14
1253	"bardoscia m, 2016, plos one, v11, doi 10.1371/journal.pone.0163825"	-0.9992	-0.2835	1	101	160	5
1254	"bardoscia m, 2017, nat commun, v8, doi 10.1038/ncomms14416"	-0.7491	-0.2119	1	178	431	14
1260	"bargigli l, 2015, quant financ, v15, p673, doi 10.1080/14697688.2014.968356"	-0.8012	-0.0525	1	198	417	14
1296	"barrat a, 2004, p natl acad sci usa, v101, p3747, doi 10.1073/pnas.0400087101"	0.2084	-0.3957	2	97	115	6
1336	"bartram sm, 2007, j financ econ, v86, p835, doi 10.1016/j.jfineco.2006.10.001"	0.4407	0.2084	3	164	273	14
1380	"basel committee on banking supervision, 2010, bas 3 glob reg fram"	-0.6544	0.1677	1	108	130	7
1386	"basel committee on banking supervision, 2011, glob syst imp banks"	0.3153	-0.1068	5	118	145	8
1440	"battiston s, 2007, j econ dyn control, v31, p2061, doi 10.1016/j.jedc.2007.01.004"	-0.798	0.2204	1	96	137	7
1447	"battiston s, 2012, j econ dyn control, v36, p1121, doi 10.1016/j.jedc.2012.04.001"	-0.2863	-0.0387	1	381	1586	69
1448	"battiston s, 2012, j financ stabil, v8, p138, doi 10.1016/j.jfs.2012.01.002"	-0.4157	0.0522	1	285	901	36
1449	"battiston s, 2012, sci rep-uk, v2, doi 10.1038/srep00541"	-0.414	-0.1219	1	376	1792	72
1453	"battiston s, 2013, j financ manage mark, p129, doi [10.12831/75568, doi 10.12831/75568]"	-0.8652	0.0114	1	116	164	5
1454	"battiston s, 2013, nat phys, v9, p123, doi 10.1038/nphys2575"	-0.9749	-0.4367	1	80	115	6
1459	"battiston s, 2016, p natl acad sci usa, v113, p10031, doi 10.1073/pnas.1521573113"	-0.9104	-0.114	1	131	224	9
1460	"battiston s, 2016, science, v351, p818, doi 10.1126/science.aad0299"	-0.6808	-0.1833	1	227	595	17
1462	"battiston s, 2016, statist risk model, v33, p117, doi 10.1515/strm-2015-0005"	-1.0563	-0.1967	1	106	179	6
1497	"baur dg, 2012, j bank financ, v36, p2680, doi 10.1016/j.jbankfin.2011.05.019"	1.2498	-0.0197	2	68	79	5
1525	"bcbs, 2011, glob syst imp banks"	-0.1296	0.2144	1	103	143	8
1553	"beale n, 2011, p natl acad sci usa, v108, p12647, doi 10.1073/pnas.1105882108"	-0.559	-0.1268	1	181	454	22
1574	"beber a, 2009, rev financ stud, v22, p925, doi 10.1093/rfs/hhm088"	1.5072	-0.3024	2	52	64	6
1588	"bech ml, 2010, physica a, v389, p5223, doi 10.1016/j.physa.2010.05.058"	-0.5845	0.0311	1	274	986	36
1598	"beck t, 2006, j bank financ, v30, p1581, doi 10.1016/j.jbankfin.2005.05.010"	1.2574	0.162	2	84	100	5
1627	"beirne j, 2013, j int money financ, v34, p60, doi 10.1016/j.jimonfin.2012.11.004"	1.2901	-0.3172	2	68	97	8
1642	"bekaert g, 2005, j bus, v78, p39, doi 10.1086/426519"	1.3426	-0.0698	2	108	166	12
1653	"bekaert g, 2014, j financ, v69, p2597, doi 10.1111/jofi.12203"	1.4302	-0.1309	2	86	125	7
1677	"beltratti a, 2012, j financ econ, v105, p1, doi 10.1016/j.jfineco.2011.12.005"	1.0201	0.16	2	78	88	6
1712	"benoit s, 2017, rev financ, v21, p109, doi 10.1093/rof/rfw026"	0.3034	-0.1721	2	152	268	13
1758	"berger an, 2013, j financ econ, v109, p146, doi 10.1016/j.jfineco.2013.02.008"	1.06	0.259	2	76	89	5
1783	"bernal o, 2014, j bank financ, v47, p270, doi 10.1016/j.jbankfin.2014.05.030"	1.0827	-0.4509	2	77	114	9
1784	"bernanke b, 1989, am econ rev, v79, p14"	-0.4881	0.7356	3	76	98	6
1811	"bernanke bs, 1983, am econ rev, v73, p257"	0.0403	0.861	3	74	82	5
1815	"bernanke bs, 1999, hbk econ, v15, p1341"	-0.2709	0.1982	1	158	221	8
1876	"betz f, 2014, j bank financ, v45, p225, doi 10.1016/j.jbankfin.2013.11.041"	0.2835	-0.3997	8	66	89	5
1877	"betz f, 2016, j financ stabil, v25, p206, doi 10.1016/j.jfs.2015.10.006"	0.4448	-0.3464	2	118	169	7
1888	"bhattacharia s, 1987, new approaches monet, p69"	-0.4533	0.5735	3	108	129	5
1889	"bhattacharya s, 1987, new approaches monet"	-0.1166	0.8423	3	80	111	5
1931	"bierth c, 2015, j bank financ, v55, p232, doi 10.1016/j.jbankfin.2015.02.014"	0.9758	-0.3604	2	47	62	5
1949	"billio m, 2012, j financ econ, v104, p535, doi 10.1016/j.jfineco.2011.12.010"	0.3749	-0.1558	2	412	1553	86
2008	"bisias d, 2012, annu rev financ econ, v4, p255, doi 10.1146/annurev-financial-110311-101754"	0.2545	-0.1198	2	265	573	26
2011	"bisias d., 2012, 0001 us dep treas of"	-0.4285	0.3089	1	124	177	5
2025	"black f, 1973, j polit econ, v81, p637, doi 10.1086/260062"	0.5496	0.5209	7	69	91	8
2026	"black f, 1976, j financ, v31, p351, doi 10.2307/2326607"	-0.3523	0.3884	6	106	177	7
2033	"black l, 2016, j bank financ, v63, p107, doi 10.1016/j.jbankfin.2015.09.007"	1.1362	-0.4048	2	77	94	5
2060	"blanco r, 2005, j financ, v60, p2255, doi 10.1111/j.1540-6261.2005.00798.x"	1.3595	-0.1158	2	71	100	8
2078	"blavarg martin, 2002, sveriges riksbank ec, v2, p19"	-0.2908	0.6549	1	86	137	6
2101	"bluhm m, 2014, j financ stabil, v13, p75, doi 10.1016/j.jfs.2014.04.002"	-0.0592	-0.3379	1	106	156	8
2119	"blume l, 2011, ann ieee symp found, p393, doi 10.1109/focs.2011.38"	-0.565	0.365	1	112	165	5
2155	"boccaletti s, 2014, phys rep, v544, p1, doi 10.1016/j.physrep.2014.07.001"	-1.2665	-0.2466	5	44	57	5
2163	"boginski v, 2006, comput oper res, v33, p3171, doi 10.1016/j.cor.2005.01.027"	-0.6609	-0.7274	1	66	93	5
2182	"bollerslev t, 1986, j econometrics, v31, p307, doi 10.1016/0304-4076(86)90063-1"	1.5375	0.2067	2	36	38	6
2193	"bollobas b, 2001, random graphs"	-0.1177	-0.2644	6	81	96	5
2208	"bonacich p, 1972, j math sociol, v2, p113, doi 10.1080/0022250x.1972.9989806"	-0.2856	-0.1611	1	150	261	11
2209	"bonacich p, 1987, am j sociol, v92, p1170, doi 10.1086/228631"	-0.3594	-0.224	1	151	257	12
2210	"bonacich p, 2001, soc networks, v23, p191, doi 10.1016/s0378-8733(01)00038-7"	-0.2147	-0.5813	11	60	79	6
2215	"bonanno g, 2003, phys rev e, v68, doi 10.1103/physreve.68.046130"	-0.8245	-0.6004	1	94	131	6
2275	"borgatti sp, 2005, soc networks, v27, p55, doi 10.1016/j.socnet.2004.11.008"	-0.7621	-0.1772	1	132	226	7
2325	"boss m, 2004, lect notes comput sc, v3038, p1070"	-0.536	0.4035	1	106	170	8
2326	"boss m, 2004, quant financ, v4, p677, doi 10.1080/14697680400020325"	-0.406	-0.0347	1	393	2191	88
2383	"boyer bh, 2006, j financ, v61, p957, doi 10.1111/j.1540-6261.2006.00860.x"	0.48	-0.5584	4	49	59	5
2390	"boyson nm, 2010, j financ, v65, p1789, doi 10.1111/j.1540-6261.2010.01594.x"	1.1619	-0.086	2	131	194	12
2482	"brin s, 1998, comput networks isdn, v30, p107, doi 10.1016/s0169-7552(98)00110-x"	-0.2164	-0.4008	1	114	165	7
2494	"brock wa, 2009, j econ dyn control, v33, p1912, doi 10.1016/j.jedc.2009.05.004"	-0.6748	-0.0502	1	126	182	5
2519	"brownlees c, 2017, rev financ stud, v30, p48, doi 10.1093/rfs/hhw060"	0.4981	-0.3659	2	180	401	20
2526	"brownlees c., 2012, working paper"	1.3114	-0.3036	2	39	53	6
2590	"brunnermeier mk, 2005, j financ, v60, p1825, doi 10.1111/j.1540-6261.2005.00781.x"	0.3435	0.626	3	92	121	5
2592	"brunnermeier mk, 2009, j econ perspect, v23, p77, doi 10.1257/jep.23.1.77"	0.0777	0.0673	1	349	1025	44
2593	"brunnermeier mk, 2009, rev financ stud, v22, p2201, doi 10.1093/rfs/hhn098"	0.144	0.1108	1	373	1185	54
2606	"brusco s, 2007, j financ, v62, p2275, doi 10.1111/j.1540-6261.2007.01275.x"	-0.0674	0.2491	1	251	562	20
2609	"bryant j, 1980, j bank financ, v4, p335, doi 10.1016/0378-4266(80)90012-6"	0.117	0.8437	3	54	78	5
2640	"buldyrev sv, 2010, nature, v464, p1025, doi 10.1038/nature08932"	-1.0023	-0.2357	1	121	213	9
2685	"caballero j, 2015, j int financ mark i, v34, p127, doi 10.1016/j.intfin.2014.11.005"	0.4392	-0.4369	2	104	148	5
2699	"caballero rj, 2008, j financ, v63, p2195, doi 10.1111/j.1540-6261.2008.01394.x"	0.1781	0.4119	3	144	221	10
2704	"caballero rj, 2013, j financ, v68, p2549, doi 10.1111/jofi.12087"	-0.175	0.123	1	243	589	19
2721	"caccioli f, 2009, eur phys j b, v71, p467, doi 10.1140/epjb/e2009-00316-y"	-0.2058	-0.2186	6	84	103	6
2724	"caccioli f, 2012, adv complex syst, v15, doi 10.1142/s0219525912500580"	-0.6852	-0.0203	1	198	543	23
2725	"caccioli f, 2014, j bank financ, v46, p233, doi 10.1016/j.jbankfin.2014.05.021"	-0.417	-0.1301	1	326	1227	47
2726	"caccioli f, 2015, j econ dyn control, v51, p50, doi 10.1016/j.jedc.2014.09.041"	-0.4523	-0.1215	1	254	728	27
2768	"cajueiro do, 2008, physica a, v387, p6825, doi 10.1016/j.physa.2008.08.031"	-0.7871	-0.1095	1	142	249	11
2773	"caldarelli g, 2002, phys rev lett, v89, doi 10.1103/physrevlett.89.258702"	-1.0585	-0.2112	1	121	223	8
2775	"caldarelli g, 2007, scale free networks"	-1.1091	-0.1298	1	101	151	6
2776	"caldarelli g, 2013, nat phys, v9, p125, doi 10.1038/nphys2580"	-1.1422	-0.3373	1	86	117	5
2782	"callaway ds, 2000, phys rev lett, v85, p5468, doi 10.1103/physrevlett.85.5468"	-0.6484	0.3021	1	83	121	6
2799	"calomiris cw, 1991, am econ rev, v81, p497"	0.5287	0.7584	3	83	110	7
2800	"calomiris cw, 1991, nat bur ec, p109"	-0.1144	0.6348	3	61	91	5
2803	"calomiris cw, 1997, am econ rev, v87, p863"	0.7449	0.7621	3	58	82	6
2805	"calomiris cw, 2003, am econ rev, v93, p1615, doi 10.1257/000282803322655473"	0.4447	0.7466	3	77	109	6
2819	"calvo ga, 2000, j int econ, v51, p79, doi 10.1016/s0022-1996(99)00038-0"	0.8651	-0.1405	2	101	117	6
2839	"campbell jy, 2008, j financ, v63, p2899, doi 10.1111/j.1540-6261.2008.01416.x"	0.7621	0.0549	2	70	82	5
2850	"canedo jmd, 2009, intell syst account, v16, p87, doi 10.1002/isaf.295"	-0.7035	0.3276	1	144	241	8
2890	"cappiello l, 2006, j financial economet, v4, p537, doi 10.1093/jjfinec/nbl005"	1.3839	-0.2498	2	77	101	8
2895	"capponi a, 2015, j econ dyn control, v58, p152, doi 10.1016/j.jedc.2015.06.008"	-0.4536	-0.4521	4	125	219	11
2898	"capponi a, 2016, oper res, v64, p1121, doi 10.1287/opre.2015.1402"	-0.7593	-0.7698	4	57	120	7
2924	"carhart mm, 1997, j financ, v52, p57, doi 10.2307/2329556"	0.766	-0.1601	2	65	76	5
3173	"chari vv, 1988, j financ, v43, p749, doi 10.2307/2328198"	0.232	0.8636	3	78	124	7
3195	"chen c, 2013, manage sci, v59, p1373, doi 10.1287/mnsc.1120.1631"	-0.4921	-0.4847	4	114	215	9
3207	"chen h, 2014, j risk insur, v81, p623, doi 10.1111/j.1539-6975.2012.01503.x"	0.6316	-0.11	2	151	205	9
3224	"chen n, 2016, oper res, v64, p1089, doi 10.1287/opre.2016.1497"	-0.6581	-0.6198	4	97	244	12
3242	"chen tq, 2015, comput econ, v46, p519, doi 10.1007/s10614-014-9475-2"	-1.1878	-0.0526	5	60	83	6
3251	"chen yn, 1999, j polit econ, v107, p946, doi 10.1086/250086"	0.2134	0.5576	3	115	153	8
3295	"chiang tc, 2007, j int money financ, v26, p1206, doi 10.1016/j.jimonfin.2007.06.005"	1.7915	-0.2499	2	42	51	5
3314	"chinazzi m, 2013, j econ dyn control, v37, p1692, doi 10.1016/j.jedc.2013.01.010"	-0.9222	-0.2279	1	101	149	6
3376	"christoffersen pf, 1998, int econ rev, v39, p841, doi 10.2307/2527341"	1.3533	-0.31	2	58	71	5
3401	"cifuentes r, 2005, j eur econ assoc, v3, p556, doi 10.1162/jeea.2005.3.2-3.556"	-0.2267	0.05	1	406	2249	97
3409	"cimini g, 2015, phys rev e, v92, doi 10.1103/physreve.92.040802"	-1.0811	-0.2546	1	128	271	7
3410	"cimini g, 2015, sci rep-uk, v5, doi 10.1038/srep15758"	-0.8495	-0.2491	1	179	560	17
3411	"cimini g, 2016, plos one, v11, doi 10.1371/journal.pone.0161642"	-1.1062	-0.2509	1	105	239	7
3441	"claeys p, 2014, j bank financ, v46, p151, doi 10.1016/j.jbankfin.2014.05.011"	0.8335	-0.1642	2	88	126	6
3450	"clauset a, 2009, siam rev, v51, p661, doi 10.1137/070710111"	-0.854	0.0765	1	169	357	16
3475	"cocco jf, 2009, j financ intermed, v18, p24, doi 10.1016/j.jfi.2008.06.003"	-0.4346	0.1337	1	274	841	32
3525	"collin-dufresne p, 2001, j financ, v56, p2177, doi 10.1111/0022-1082.00402"	0.8992	0.0631	2	116	158	12
3589	"cont r, 2013, handbook on systemic risk, p327"	-0.4447	-0.1828	1	288	977	39
3592	"cont r, 2013, math financ, v23, p718, doi 10.1111/j.1467-9965.2011.00510.x"	-0.4313	-0.2813	4	129	227	11
3600	"cont r, 2016, math financ, v26, p835, doi 10.1111/mafi.12071"	-0.5559	-0.525	4	120	233	11
3610	"cont r., 2010, network structure sy"	-0.5802	0.1674	1	119	211	10
3679	"corsetti g, 2005, j int money financ, v24, p1177, doi 10.1016/j.jimonfin.2005.08.012"	1.6195	-0.1806	2	53	65	5
3683	"corsi f, 2013, microprudence increa"	-1.0141	-0.0615	1	79	117	5
3685	"corsi f, 2016, oper res, v64, p1073, doi 10.1287/opre.2015.1464"	-0.5113	-0.3825	1	116	184	8
3704	"coval j, 2007, j financ econ, v86, p479, doi 10.1016/j.jfineco.2006.09.007"	0.1557	-0.2832	4	75	93	6
3726	"craig b, 2014, j financ intermed, v23, p322, doi 10.1016/j.jfi.2014.02.003"	-0.4501	-0.0452	1	348	1600	59
3783	"cummins jd, 2014, j risk insur, v81, p489, doi 10.1111/jori.12039"	1.0363	-0.2196	2	91	126	7
3879	"das sr, 2007, j financ, v62, p93, doi 10.1111/j.1540-6261.2007.01202.x"	0.8325	0.2529	2	86	120	7
3881	"dasgupta a, 2004, j eur econ assoc, v2, p1049, doi 10.1162/1542476042813896"	0.0331	0.4009	3	240	531	23
3931	"de bandt o., 2000, 35 ecb"	-0.1818	0.2982	9	106	141	8
3945	"de bruyckere v, 2013, j bank financ, v37, p4793, doi 10.1016/j.jbankfin.2013.08.012"	1.3962	-0.202	2	100	158	12
3974	"de jonghe o, 2010, j financ intermed, v19, p387, doi 10.1016/j.jfi.2009.04.001"	0.7632	0.1759	2	153	224	12
3977	"de masi g, 2006, phys rev e, v74, doi 10.1103/physreve.74.066112"	-0.776	-0.1428	1	200	532	20
3980	"de masi g, 2012, empir econ, v43, p851, doi 10.1007/s00181-011-0512-x"	-1.1374	-0.0124	1	75	106	5
3989	"de nicolo g, 2002, j bank financ, v26, p861, doi 10.1016/s0378-4266(02)00211-x"	1.0057	0.1105	2	101	143	11
4006	"de souza srs, 2016, j econ dyn control, v66, p54, doi 10.1016/j.jedc.2016.03.003"	-0.5314	-0.3699	5	113	180	8
4008	"de vries cg, 2005, j bank financ, v29, p803, doi 10.1016/j.jbankfin.2004.08.003"	0.0124	0.1283	8	143	208	9
4017	"debandt o., 2000, 35 eur centr bank"	0.288	0.3029	3	118	153	7
4050	"degryse h., 2010, int rev financ, v10, p209, doi 10.1111/j.1468-2443.2010.01109.x"	1.0531	-0.0961	2	74	84	6
4052	"degryse hans, 2007, int j cent bank, v3, p123, doi 10.2139/ssrn.1691645"	-0.2676	0.1386	1	301	1011	41
4117	"demirer m, 2018, j appl economet, v33, p1, doi 10.1002/jae.2585"	0.8158	-0.4029	2	112	178	7
4242	"diamond dw, 1983, j polit econ, v91, p401, doi 10.1086/261155"	-0.0375	0.3286	3	348	1304	63
4243	"diamond dw, 1984, rev econ stud, v51, p393, doi 10.2307/2297430"	0.2647	0.4034	3	86	103	7
4247	"diamond dw, 2001, j polit econ, v109, p287, doi 10.1086/319552"	0.3554	0.5193	3	115	150	8
4249	"diamond dw, 2005, j financ, v60, p615, doi 10.1111/j.1540-6261.2005.00741.x"	0.3032	0.4871	3	166	315	17
4253	"diamond dw, 2011, q j econ, v126, p557, doi 10.1093/qje/qjr012"	-0.6329	0.3364	1	132	201	9
4274	"diebold f, 2015, financial macroecono"	1.198	-0.3263	2	63	98	7
4285	"diebold fx, 2009, econ j, v119, p158, doi 10.1111/j.1468-0297.2008.02208.x"	1.0043	-0.2408	2	165	327	19
4286	"diebold fx, 2012, int j forecasting, v28, p57, doi 10.1016/j.ijforecast.2011.02.006"	1.1801	-0.287	2	109	173	13
4287	"diebold fx, 2014, j econometrics, v182, p119, doi 10.1016/j.jeconom.2014.04.012"	0.6153	-0.2534	2	300	854	47
4288	"diebold fx, 2016, j financ economet, v14, p81, doi 10.1093/jjfinec/nbv021"	1.4925	-0.349	2	55	88	6
4367	"dornbusch r, 2000, world bank res obser, v15, p177, doi 10.1093/wbro/15.2.177"	1.3571	-0.0783	2	81	112	10
4411	"drehmann m, 2013, j financ intermed, v22, p586, doi 10.1016/j.jfi.2013.08.001"	-0.196	-0.0527	1	257	600	21
4417	"drehmann mathias, 2011, bis q rev, p25"	-0.3151	0.0835	1	126	168	6
4430	"duan j. c., 1994, math financ, v10, p155, doi 10.1111/j.1467-9965.1994.tb00055.x"	0.0534	0.3927	7	105	149	7
4436	"duan jc, 2000, math financ, v10, p461, doi 10.1111/1467-9965.00105"	0.0271	0.4152	7	95	138	6
4465	"duffie d, 1999, rev financ stud, v12, p687, doi 10.1093/rfs/12.4.687"	0.6629	0.1932	6	97	119	8
4471	"duffie d, 2007, j financ econ, v83, p635, doi 10.1016/j.jfineco.2005.10.011"	1.1386	0.2689	2	39	50	5
4476	"duffie d, 2009, j financ, v64, p2089, doi 10.1111/j.1540-6261.2009.01495.x"	0.977	0.1413	2	92	125	7
4479	"duffie d, 2011, rev asset pricing st, v1, p74, doi 10.1093/rapstu/rar001"	0.2969	0.2354	4	95	131	9
4485	"duffie d, 2015, j financ econ, v116, p237, doi 10.1016/j.jfineco.2014.12.006"	-0.0874	-0.0676	4	127	156	6
4519	"dungey m, 2005, quant financ, v5, p9, doi 10.1080/14697680500142045"	1.2779	-0.1887	2	102	138	6
4525	"dungey m, 2015, j bank financ, v58, p71, doi 10.1016/j.jbankfin.2015.04.006"	1.5637	-0.215	2	57	88	5
4644	"egloff d, 2007, j bank financ, v31, p2475, doi 10.1016/j.jbankfin.2006.10.023"	-0.1483	0.3561	6	108	184	10
4664	"eichengreen b, 2012, j int money financ, v31, p1299, doi 10.1016/j.jimonfin.2012.02.002"	1.2336	-0.0029	2	104	139	7
4683	"eisenberg l, 2001, manage sci, v47, p236, doi 10.1287/mnsc.47.2.236.9835"	-0.2438	-0.0324	1	421	2813	138
4710	"elliott m, 2014, am econ rev, v104, p3115, doi 10.1257/aer.104.10.3115"	-0.1284	-0.0985	1	394	1621	73
4729	"elsinger h, 2006, manage sci, v52, p1301, doi 10.1287/mnsc.1060.0531"	-0.2266	0.0073	1	398	1958	76
4736	"elsinger h, 2013, handbook on systemic risk, p287"	-0.6671	-0.3195	1	163	309	9
4743	"elsinger h., 2006, int j cent bank, v2, p137, doi 10.2139/ssrn.787929"	-0.444	0.2155	1	189	348	12
4775	"engle r, 2002, j bus econ stat, v20, p339, doi 10.1198/073500102288618487"	0.9748	-0.1897	2	150	197	17
4779	"engle r, 2015, rev financ, v19, p145, doi 10.1093/rof/rfu012"	0.9527	-0.4821	2	66	100	5
4792	"engle rf, 1982, econometrica, v50, p987, doi 10.2307/1912773"	1.6103	-0.0163	2	50	56	5
4803	"engle rf, 2004, j bus econ stat, v22, p367, doi 10.1198/073500104000000370"	1.0434	-0.2583	2	91	136	10
4828	"erdos p, 1959, publ math-debrecen, v6, p290, doi 10.2307/1999405"	-0.7725	0.0184	1	161	270	12
4832	"ericsson j, 2009, j financ quant anal, v44, p109, doi 10.1017/s0022109009090061"	1.304	-0.0068	2	51	69	5
4959	"fagiolo g, 2007, phys rev e, v76, doi 10.1103/physreve.76.026107"	-0.9148	-0.1826	1	122	191	7
4991	"fama ef, 1992, j financ, v47, p427, doi 10.2307/2329112"	1.0734	-0.0257	2	59	72	7
4992	"fama ef, 1993, j financ econ, v33, p3, doi 10.1016/0304-405x(93)90023-5"	0.8222	-0.0529	2	91	116	9
5022	"farhi e, 2012, am econ rev, v102, p60, doi 10.1257/aer.102.1.60"	-0.057	0.3462	3	133	214	11
5086	"feinstein z, 2017, oper res lett, v45, p109, doi 10.1016/j.orl.2017.01.004"	-0.6255	-0.6056	4	104	229	13
5087	"feinstein z, 2017, siam j financ math, v8, p672, doi 10.1137/16m1066087"	-0.4476	-0.7594	4	69	126	6
5089	"feinstein z, 2017, statist risk model, v34, p113, doi 10.1515/strm-2015-0030"	-0.5954	-0.812	4	61	104	5
5181	"financial stability board, 2011, pol meas addr syst i"	0.1012	-0.4047	5	76	94	5
5207	"finger k, 2013, comput manag sci, v10, p187, doi 10.1007/s10287-013-0171-9"	-1.0831	-0.1118	1	121	267	9
5217	"fink k, 2016, j financ stabil, v25, p83, doi 10.1016/j.jfs.2016.06.002"	-0.7976	-0.3377	1	102	156	5
5249	"flannery mj, 1998, j money credit bank, v30, p273, doi 10.2307/2601102"	0.7101	0.3346	3	88	109	6
5302	"forbes kj, 2002, j financ, v57, p2223, doi 10.1111/0022-1082.00494"	1.0703	-0.0814	2	243	558	41
5332	"fouque jp, 2013, handbook on systemic risk, p1, doi 10.1017/cbo9781139151184"	-0.4542	-0.0903	1	156	267	14
5378	"freeman lc, 1979, soc networks, v1, p215, doi 10.1016/0378-8733(78)90021-7"	-0.4522	-0.2665	1	106	156	6
5382	"freixas x, 2000, j money credit bank, v32, p611, doi 10.2307/2601198"	-0.0384	0.1795	1	429	2171	99
5410	"fricke d, 2015, comput econ, v45, p359, doi 10.1007/s10614-014-9427-x"	-0.5786	-0.0184	1	278	1016	37
5484	"furfine c.h, 1999, financial markets in, v8, p24, doi 10.1111/1468-0416.00031"	-0.64	0.1799	1	172	441	16
5487	"furfine ch, 2001, j bus, v74, p33, doi 10.1086/209662"	-0.9651	0.374	1	73	139	7
5488	"furfine ch, 2003, j money credit bank, v35, p111, doi 10.1353/mcb.2003.0004"	-0.1782	0.0821	1	409	1881	79
5503	"gabbi g, 2015, j econ dyn control, v50, p117, doi 10.1016/j.jedc.2014.07.002"	-1.093	0.0262	1	103	168	6
5530	"gai p, 2010, p roy soc a-math phy, v466, p2401, doi 10.1098/rspa.2009.0410"	-0.317	-0.0191	1	423	2828	126
5533	"gai p, 2011, j monetary econ, v58, p453, doi 10.1016/j.jmoneco.2011.05.005"	-0.3336	-0.0026	1	406	2167	92
5538	"gai p., 2010, 383 bank engl"	-0.1923	-0.3049	4	116	166	8
5562	"gale dm, 2007, am econ rev, v97, p99, doi 10.1257/aer.97.2.99"	-0.6987	0.3625	1	97	164	10
5594	"gandy a, 2017, manage sci, v63, p4428, doi 10.1287/mnsc.2016.2546"	-0.5241	-0.5264	4	141	296	11
5606	"garas a, 2010, new j phys, v12, doi 10.1088/1367-2630/12/11/113043"	-0.9981	-0.0254	1	83	102	6
5623	"garlaschelli d, 2005, physica a, v350, p491, doi 10.1016/j.physa.2004.11.040"	-1.0638	-0.3971	1	96	137	7
5655	"gatti dd, 2009, j econ interact coor, v4, p195, doi 10.1007/s11403-009-0054-x"	-1.0975	0.1412	1	69	88	6
5656	"gatti dd, 2010, j econ dyn control, v34, p1627, doi 10.1016/j.jedc.2010.06.019"	-0.9547	0.1918	1	116	148	5
5663	"gauthier c, 2012, j financ intermed, v21, p594, doi 10.1016/j.jfi.2012.01.005"	-0.4157	0.2752	1	111	197	8
5664	"gauthier c., 2010, 20104 bank can"	-0.3113	0.5221	1	76	98	5
5683	"geanakoplos j, 2010, nber macroecon annu, v24, p1"	-0.2154	0.0131	1	155	254	7
5731	"georg c.p., 2010, jena ec res papers"	-1.0579	0.184	1	76	100	5
5732	"georg cp, 2013, j bank financ, v37, p2216, doi 10.1016/j.jbankfin.2013.02.032"	-0.4306	-0.0392	1	352	1531	63
5769	"geyer a., 2004, review of finance, v8, p171, doi 10.1023/b:eufi.0000035191.62455.32"	1.0302	-0.1733	2	52	58	5
5792	"giesecke k, 2004, j bank financ, v28, p1521, doi 10.1016/s0378-4266(03)00129-8"	0.7384	0.1901	2	95	125	6
5793	"giesecke k, 2004, j bank financ, v28, p3009, doi 10.1016/j.jbankfin.2003.11.002"	-0.0643	0.3727	6	158	234	9
5794	"giesecke k, 2006, j econ dyn control, v30, p741, doi 10.1016/j.jedc.2005.01.004"	0.0688	0.5118	6	111	147	10
