4	46	1
4	51	1
4	53	2
4	71	1
4	74	2
4	143	1
4	149	1
4	177	4
4	201	2
4	206	1
4	231	1
4	255	2
4	303	1
4	334	1
4	399	3
4	477	2
4	480	1
4	490	1
4	504	1
4	551	3
4	581	5
4	615	1
4	616	1
4	739	2
4	823	1
4	832	2
4	842	4
4	913	2
4	927	1
4	935	1
4	988	1
4	1065	1
4	1129	1
4	1146	1
4	1158	1
4	1393	1
4	1487	1
4	1521	1
4	1582	2
4	1648	1
4	1754	2
4	1808	2
4	1823	2
4	1921	1
4	1925	1
4	2057	2
4	2138	3
4	2141	1
4	2157	1
4	2183	2
4	2225	1
4	2265	1
4	2289	1
4	2387	3
4	2432	1
4	2459	1
4	2467	1
4	2502	4
4	2524	4
4	2531	1
4	2547	1
4	2574	1
4	2618	1
4	2619	1
4	2663	2
4	2759	1
4	2914	1
4	2916	2
4	2918	2
4	2966	1
4	3009	1
4	3067	2
4	3160	2
4	3256	1
4	3259	2
4	3352	5
4	3490	2
4	3601	2
4	3709	1
4	3847	1
4	3931	2
4	3967	1
4	4001	2
4	4010	1
4	4384	2
4	4412	1
4	4463	1
4	4518	1
4	4588	1
4	4615	1
4	4694	1
4	4711	2
4	4999	1
4	5021	1
4	5205	1
4	5508	2
4	5527	1
4	5629	1
4	5988	5
4	6105	1
4	6158	1
4	6188	2
23	51	2
23	68	7
23	177	1
23	192	2
23	234	2
23	280	1
23	326	1
23	411	2
23	451	1
23	505	1
23	592	1
23	618	1
23	634	4
23	693	5
23	698	1
23	798	1
23	842	1
23	854	6
23	876	1
23	1033	1
23	1045	1
23	1199	2
23	1419	1
23	1467	1
23	1496	2
23	1619	1
23	1652	1
23	1791	1
23	1940	1
23	2029	1
23	2069	1
23	2169	1
23	2178	1
23	2179	1
23	2253	1
23	2355	1
23	2411	4
23	2454	1
23	2683	4
23	2699	1
23	2833	1
23	2963	1
23	2973	2
23	3027	2
23	3076	1
23	3234	1
23	3309	1
23	3455	2
23	3546	1
23	3631	1
23	3686	1
23	3797	2
23	3847	1
23	3867	1
23	4001	1
23	4148	1
23	4154	4
23	4255	1
23	4449	4
23	4518	1
23	4684	1
23	4685	1
23	4868	1
23	4888	2
23	5000	1
23	5051	1
23	5063	2
23	5142	7
23	5213	1
23	5362	1
23	5490	2
23	5551	1
23	5591	1
23	5808	2
23	5832	1
