银行,年份,资产：现金及存放中央银行款项,资产：存放同业和其它金融机构款项,资产：贵金属,资产：拆出资金,资产：交易性金融资产,资产：衍生金融资产,资产：买入返售金融资产,资产：应收利息,资产：发放贷款及垫款,资产：可供出售金融资产,资产：持有至到期投资,资产：长期股权投资,资产：应收款项类投资,资产：固定资产,资产：无形资产,资产：递延所得税资产,资产：投资性房地产,资产：其他资产,资产：资产总计,负债：同业和其它金融机构存放款项,负债：向中央银行借款,负债：拆入资金,负债：衍生金融负债,负债：卖出回购金融资产款,负债：吸收存款,负债：应付职工薪酬,负债：应交税费,负债：应付利息,负债：应付债券,负债：递延所得税负债,负债：预计负债,负债：其他负债,负债：负债差额(特殊报表科目),负债：负债合计,所有者权益：股本,所有者权益：资本公积金,所有者权益：其它综合收益,所有者权益：盈余公积金,所有者权益：未分配利润,所有者权益：一般风险准备,所有者权益：归属于母公司所有者权益合计,所有者权益：少数股东权益,所有者权益：所有者权益合计,所有者权益：负债及股东权益总计,资产差额(特殊报表科目),负债：交易性金融负债,所有者权益：外币报表折算差额,资产：代理业务资产,资产：商誉,资产差额(合计平衡项目),负债：代理业务负债,负债：负债差额(合计平衡项目),所有者权益：其它权益工具,所有者权益：　　其它权益工具：优先股,所有者权益：减：库存股,所有者权益：未确认的投资损失,所有者权益：股东权益差额(特殊报表科目),所有者权益：股权权益差额(合计平衡项目),负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),资产：　　拆出资金,负债：　　向中央银行借款,负债：　　拆入资金,负债：　　卖出回购金融资产款,其它综合收益
吉林银行,2013,42099.95,6440.41,6.94,1636.58,2067.11,NA,4724.3,869.58,121643.47,61045.97,9446.65,491.96,NA,2939.45,5045.99,1242.43,257.27999999999997,54.82,262242.84000000003,32747.15,50,984.92,NA,12738.56,191972.74,1194.72,424.31,3435.8,2000,136.12,1.1100000000000001,423.41,264.20999999999998,246373.06,7066.98,1701.74,NA,848.67,3282.8,2583,15483.19,386.6,15869.78,262242.84000000003,2229.9499999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉林银行,2014,46336.15,5102.25,6.94,1385.15,2320.33,NA,3404.91,1007.48,137363.56,67131.39,7365.58,460.56,NA,2986.32,3988.25,1315.63,261.18,55.63,283783.2,31143.25,545,1300,NA,14348.22,208788.84,1072.8399999999999,683.57,4801.16,2000,165.54,2.3199999999999998,316.32,246.53,265413.59999999998,7066.98,2006.2,76.16,1112.69,4477.1499999999996,3122.15,17861.330000000002,508.27,18369.599999999999,283783.2,3291.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉林银行,2015,45456.25,9587.24,6.94,310.04000000000002,2597.77,NA,13942.35,1600.98,154682.76,112695.09,8304.57,NA,NA,3071.97,360.35,1316.64,256.12,3344.55,357533.63,52239.68,NA,1400.3,NA,38276.6,232257.46,863.26,432.8,5497.08,4000,275.35000000000002,2.1,1272.46,NA,336905.23,7066.98,2006.2,419.46,1367.51,5840.69,3382.48,20083.310000000001,545.08000000000004,20628.400000000001,357533.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2005,2374.19,214.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.6,4,NA,NA,NA,30796.89,1812.02,NA,NA,NA,1300.42,NA,0.56999999999999995,20.11,NA,NA,NA,NA,NA,NA,29917.13,572.32000000000005,4.09,NA,240.46,72.25,NA,889.13,NA,889.13,30796.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2006,3575.01,227.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.56,4.84,NA,NA,650.49,43705.13,2993.37,NA,NA,NA,5219.0200000000004,NA,0.95,NA,NA,NA,NA,NA,NA,NA,41694.800000000003,1615.64,4.09,NA,296.86,103.1,NA,2019.69,NA,2019.69,43705.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2007,6083.8,376.44,NA,NA,NA,NA,NA,442.25,NA,NA,NA,NA,NA,463.02,11.72,NA,NA,NA,52193,3246.22,NA,NA,NA,5706.59,NA,0.86,71.22,163.79,NA,NA,NA,NA,NA,49798.47,1615.64,4.09,NA,202.06,194.83,377.9,2394.52,NA,2394.52,52193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2008,9139.31,2233.86,NA,NA,115.72,NA,9696.26,543.80999999999995,32979.279999999999,18.87,5878.62,24.84,813.27,701.12,13.68,93.18,NA,1063.54,63315.38,1765.99,16.420000000000002,2.34,NA,3717.14,53079.519999999997,15.43,287.3,268.25,NA,0.16,NA,985.94,NA,60138.5,1615.64,0.98,NA,293.52999999999997,864.83,401.89,3176.88,NA,3176.88,63315.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2009,11951.18,8147.72,NA,NA,2776.96,NA,8741.65,644.57000000000005,42844.58,6,5949.1,24.84,1008.77,919.66,27.92,63.38,NA,1499.49,84605.8,3091.23,NA,2.34,NA,0.14000000000000001,74996.89,23.76,-25.74,299.26,1000,2.2000000000000002,NA,1335.14,NA,80725.22,2100.33,1.74,NA,373.55,839.08,565.88,3880.58,NA,3880.58,84605.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2010,23413.22,9447.94,NA,310,5318.63,NA,17863.46,817.41,53200.49,2838.34,5862.04,24.84,4205.58,1621.64,29.33,93.2,NA,2123.9699999999998,127170.08,2651.89,NA,2.34,NA,2871.73,112891.63,29.03,181.34,396.88,1000,0.93,NA,1900.34,NA,121926.1,2100.33,-23.92,NA,504.8,1898.67,694.54,5174.43,69.55,5243.98,127170.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2011,30935.73,15407.04,NA,500,4780.8100000000004,NA,49973.57,1788.24,63973.03,5326.54,12286.78,1026.52,13635.51,3427.52,35.6,190.17,NA,352.31,203639.4,15003.67,174.76,2.34,NA,27972.52,145962.43,238.72,306.72000000000003,1014.42,1000,23.16,NA,410.28,NA,192109.03,6187.82,2267.11,NA,675.91,1304.46,950.33,11385.62,144.75,11530.37,203639.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2012,51858.51,17058.310000000001,NA,2888.5,7878.96,NA,51745.65,2075.61,85298.08,8244.2999999999993,12323.53,1017.01,22733.33,2397.33,71.680000000000007,258.31,NA,4241.04,270090.15000000002,32861.980000000003,594.86,2204.8200000000002,NA,22832.65,188099.14,336.14,448.81,1601.19,3500,NA,NA,673.59,NA,253153.17,7560.2,4222.1000000000004,-16.649999999999999,869.69,3179.09,950.33,16764.740000000002,172.24,16936.98,270090.15000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2013,51552.09,29471.19,NA,4400,2512.2600000000002,NA,51110.95,1893.1,103515.01,7914.11,17080.810000000001,963.96,43528.67,2816.19,54.35,333.86,NA,5028.88,322175.44,49879.74,787.2,679.62,NA,19091.169999999998,224229.63,420.78,452.16,2493.21,3500,NA,NA,714.64,NA,302248.15000000002,8246.9,4220.3500000000004,-230.77,1190.02,4030.71,2270.34,19727.54,199.75,19927.29,322175.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2014,53871.040000000001,24733.49,NA,3473.75,1912.55,NA,37267.47,2414.0500000000002,121014.26,15934.6,19655.689999999999,1045.49,49144.61,3449.98,79.540000000000006,460.37,NA,5024.29,343641.62,54611.54,1716.91,3412.3,0.6,6002.52,233793.79,453.84,709.97,3485.07,4498.1899999999996,NA,NA,1394.26,3400,313479,10995.6,7637.33,17.559999999999999,1547.37,5487.06,3845.36,29530.28,632.35,30162.62,343641.62,4160.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
哈尔滨银行,2015,54566.09,30035.06,NA,NA,2840.04,19.29,51027.89,NA,145061.51999999999,NA,NA,NA,NA,8735.4599999999991,NA,649.44000000000005,NA,4171.84,444851.27,NA,764.25,NA,23.91,12145,306817.67,NA,507.73,NA,23269.88,NA,NA,7308.01,60166.86,411003.31,10995.6,NA,NA,NA,8183.05,NA,33099.599999999999,748.36,33847.96,444851.27,147744.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2006,1265.99,848.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,NA,9138.08,5.28,NA,NA,NA,NA,NA,NA,43.24,NA,NA,NA,NA,NA,NA,8610.83,375,78.180000000000007,NA,25.04,49.03,NA,527.25,NA,527.25,9138.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2007,1737.21,1118.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,NA,NA,NA,11770.04,0.14000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10929.21,525,138.18,NA,38.07,59.08,80.5,840.83,NA,840.83,11770.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2008,2042.14,826.35,NA,NA,NA,NA,NA,0.4,8755.7000000000007,30,1671.81,NA,NA,156.02000000000001,6.65,61.47,NA,554.72,14105.27,0.39,NA,NA,NA,NA,12638.59,49.52,84.93,200.84,NA,NA,NA,192.64,NA,13166.91,525,138.18,NA,67.78,126.9,80.5,938.36,NA,938.36,14105.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2009,2219.7399999999998,534.61,NA,NA,107.07,NA,NA,85.15,10973.99,1110.97,2265.7600000000002,NA,NA,166.88,6.45,44.49,NA,305.43,17820.54,0.27,NA,NA,NA,NA,15943.57,49.75,59.17,201.92,350,0.08,NA,148.52000000000001,NA,16753.29,525,116.46,NA,80.47,247.19,98.13,1067.25,NA,1067.25,17820.54,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2010,4204.8,142.86000000000001,NA,NA,NA,NA,503.25,89.97,13566.33,149.96,3665.74,0.25,NA,173.17,60.74,67.709999999999994,NA,456.65,23081.42,148.75,NA,NA,NA,NA,20000.27,67.8,105.12,202.04,350,NA,NA,911.45,NA,21785.42,525,138.18,NA,100.78,395.91,136.13,1296,NA,1296,23081.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2011,4948.16,438.33,NA,215,NA,NA,962.25,145.79,16659.47,1685.46,2533.4299999999998,58.08,NA,190.19,58.95,111.7,NA,765.35,28772.17,34.1,NA,NA,NA,1307.6199999999999,24205.17,144.84,132.22999999999999,232.67,349.7,NA,NA,69.5,NA,26475.84,1015.27,403.41,NA,187.53,527.12,163,2296.33,NA,2296.33,28772.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2012,6389.7,1102.44,NA,244.86,NA,NA,102.6,172.65,19562.72,2120.5100000000002,2632.57,61.46,200,217.23,56.1,139.35,NA,215.54,33217.730000000003,653.32000000000005,NA,427.34,NA,500,27937.22,163.02000000000001,157.9,356.74,349.82,NA,NA,76.959999999999994,NA,30622.31,1015.27,436.07,NA,243.99,685.53,214.57,2595.4299999999998,NA,2595.4299999999998,33217.730000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2013,7261.35,556.54999999999995,NA,135.6,NA,NA,286.52,218.52,22426.78,2172.33,2957.12,0.25,970,230.81,53.54,156.25,NA,477.33,37902.949999999997,958.97,325,34.049999999999997,NA,419.5,32130.95,151.28,32.49,574.64,349.93,NA,NA,100.89,NA,35077.699999999997,1015.27,380.45,NA,293.44,682.79,351.32,2723.28,101.96,2825.25,37902.949999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2014,7237.42,1009.81,NA,NA,40.409999999999997,NA,637.53,230.71,23205.64,3034.04,2856.72,NA,1524.89,252.5,55.22,227.98,NA,420.59,40733.449999999997,1777.49,25,100,NA,1927.5,31884.22,171.26,71.72,678.99,999.05,NA,NA,88.37,NA,37723.599999999999,1015.27,419.56,31.2,320.5,703.82,418.28,2908.64,101.21,3009.85,40733.449999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉兴银行,2015,6455.52,739.25,NA,NA,1952.59,NA,417.73,213.34,25342.13,8015.87,2698.43,NA,3421.19,254.33,51.41,147.63999999999999,NA,348.74,50058.16,7659.2,50,NA,NA,1255.5,33804.33,239.23,-34.409999999999997,870.64,2582.63,NA,NA,88.44,NA,46768.59,1421.38,13.45,96.82,345.97,825.35,473.35,3176.34,113.24,3289.58,50058.16,NA,253.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2006,1685.24,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA,NA,11057.87,140.35,NA,NA,NA,1476.2,NA,NA,5.12,NA,NA,NA,NA,NA,NA,10863.97,164.29,0.89,NA,32.369999999999997,-3.64,NA,193.9,NA,193.9,11057.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2007,3684.7,257.83999999999997,NA,NA,NA,NA,NA,NA,5302.55,NA,NA,1994.08,NA,207.37,1.64,NA,NA,23.4,11492.67,4.88,NA,NA,NA,NA,10683.77,0.11,17.39,NA,NA,NA,NA,NA,154.43,10860.58,564.29,0.89,NA,39.270000000000003,27.63,NA,632.08000000000004,NA,632.08000000000004,11492.67,21.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2008,4225.6499999999996,1489.26,NA,33.700000000000003,NA,NA,NA,NA,5309.33,NA,NA,2077.48,NA,205.14,2.61,NA,NA,17.43,13960.98,429.39,NA,NA,NA,NA,12664.43,0.05,17.16,NA,NA,NA,NA,1.24,211.75,13324.03,564.29,0.89,NA,43.63,28.14,NA,636.95000000000005,NA,636.95000000000005,13960.98,600.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2009,5060.41,1054.53,NA,33.700000000000003,NA,NA,1077.55,67.33,6308.53,1287.82,500,25.25,NA,201.16,1.06,0.35,NA,1380.59,16998.259999999998,405.74,NA,NA,NA,NA,15741.31,0.47,7.11,155.22,NA,NA,NA,39.049999999999997,NA,16348.89,564.29,-0.17,NA,49.71,35.54,NA,649.37,NA,649.37,16998.259999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2010,5480.44,1567.24,NA,33.700000000000003,NA,NA,NA,66.61,7335.86,874.27,500,25.25,NA,217.25,1.19,3.53,NA,3745.28,19850.63,405.06,NA,NA,NA,NA,18447.68,7.0000000000000007E-2,24.47,178.74,NA,NA,NA,26.35,NA,19082.37,649.04,5.54,NA,59.87,53.82,NA,768.26,NA,768.26,19850.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2011,5995.02,3193.48,NA,33.700000000000003,NA,NA,NA,34.94,8332.3700000000008,775.18,NA,25.25,NA,238.82,1.86,3.09,NA,3597.72,22231.439999999999,404.77,NA,NA,NA,NA,20741.03,0.04,8.49,259.5,NA,NA,NA,39,NA,21452.82,649.04,6.86,NA,67.510000000000005,45.21,10,778.61,NA,778.61,22231.439999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2012,10880.17,116.54,NA,NA,NA,NA,NA,48.15,9730.24,689.45,NA,25.25,3421.7,91.63,4.12,152.91,NA,481.58,25641.73,403.99,NA,NA,NA,NA,23797.15,14.35,16.989999999999998,392.45,NA,NA,NA,32.950000000000003,NA,24657.88,649.04,14.68,NA,81.23,78.900000000000006,160,983.85,NA,983.85,25641.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2013,10892.27,141.36000000000001,NA,NA,NA,NA,NA,46.69,11465.77,847.24,NA,25.25,3285,133.47,2.2999999999999998,159.58000000000001,NA,470.27,27469.19,403.77,NA,NA,NA,NA,25312.66,15.09,1.35,556.24,NA,NA,NA,52.59,NA,26341.69,649.04,-1.62,NA,106.21,213.87,160,1127.5,NA,1127.5,27469.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大同市商业银行,2014,7900.21,1210.2,NA,NA,NA,NA,NA,91.75,13096.36,1383.07,NA,NA,NA,181.31,3.22,160.41,NA,4040.72,28067.24,NA,NA,NA,NA,NA,25954.68,0,10.96,689.78,NA,4.49,NA,42.65,NA,26717.919999999998,649.04,16.14,13.47,147.26,280.01,243.4,1349.32,NA,1349.32,28067.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21493.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482.5100000000002,NA,2482.5100000000002,21493.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2009,3927.41,1236.57,NA,NA,2046.51,NA,NA,132.27000000000001,18989.080000000002,2545.4499999999998,3159.61,NA,NA,382.79,7.52,60.7,NA,0,32615.82,203.19,NA,NA,NA,1220,27266.799999999999,92.24,17.47,206.96,NA,6.67,NA,39.869999999999997,89.1,29142.28,2821.08,13.61,NA,106.67,153.09,332.45,3426.91,46.63,3473.54,32615.82,127.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2010,6603.25,727.4,NA,NA,2393.96,NA,450,186.88,23015.8,3819.51,2910.47,50,NA,404.25,8.7799999999999994,128.88999999999999,NA,0,40805.339999999997,148.53,80,NA,NA,NA,35250.57,125.88,126.58,259.44,NA,NA,NA,69.52,90.12,36150.65,3796.28,-31.1,NA,155.75,324.44,354.83,4600.2,54.5,4654.6899999999996,40805.339999999997,106.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2011,7900.21,713.71,NA,680,3273.39,NA,1024.4000000000001,209.06,27704.21,2737.54,2580.71,50,NA,373.95,14.92,141.77000000000001,NA,51.4,47578.13,2651.78,80,70,NA,NA,38682.639999999999,101.6,78.44,362.4,NA,5.63,NA,74.78,129.13,42236.4,4046.28,14.68,NA,216.65,507.72,437.51,5222.83,118.9,5341.73,47578.13,122.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2012,8936.52,873.14,NA,NA,2080.8200000000002,NA,NA,248.79,31411.98,1606.16,6732.4,50,6207.44,493.21,13.75,175.37,NA,52.67,59021.02,1992.15,90,500,NA,1818,45772.3,99.62,74.569999999999993,624.92999999999995,NA,5.36,NA,1739.91,151.41,52868.25,4447.59,2.8,NA,282.77,676.74,484.12,5894.01,258.76,6152.77,59021.02,138.79,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2013,13907.36,3061.02,NA,NA,2963.49,NA,4420,366.71,38684.74,1592.9,6587.19,105,15249.13,548.69000000000005,12.09,297.14,NA,7.07,87941.92,14555.36,170,110,NA,3570.3,57054.46,163.52000000000001,184.07,856.29,2500,NA,NA,1700,264.36,81128.36,4447.59,-54.36,NA,368.69,1011.64,752.54,6526.1,287.45999999999998,6813.56,87941.92,139.38999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2014,13501.77,3539.95,NA,1610,2347.5,NA,4203.09,320.64999999999998,44434.01,996.51,10268.06,NA,15349.44,544.37,16.559999999999999,368.34,NA,660.83,98161.09,13370.5,250,960.19,NA,7074.99,62453.9,144.26,121.43,1338.47,4000,1.41,NA,835.87,112.07,90663.1,4447.59,3.09,NA,445.97,715.87,1348.82,6961.34,536.65,7497.99,98161.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津滨海农商行,2015,14286.09,22415.09,NA,1200,319.54000000000002,NA,300,352.63,53385.46,916.58,8896.3700000000008,NA,26568.55,663.51,18.09,452.01,NA,142.91,129916.83,31079.59,1085.5,900,NA,2353.6,75169.8,143.84,211.19,1807.47,5500,4.99,NA,992.37,0.1,119248.46,5460.2,1337.1,NA,526.26,1437.31,1372.56,10133.44,534.92999999999995,10668.37,129916.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2006,9713.92,379.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,81163.66,353.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76034.149999999994,2478.13,979.54,NA,1181.71,490.13,NA,5129.5,NA,5129.5,81163.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2007,15207.63,474.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,NA,12.6,102711.53,705.39,NA,NA,NA,NA,NA,NA,144.33000000000001,NA,NA,NA,NA,NA,NA,97170.57,2478.13,979.54,NA,1321.6,761.69,NA,5540.96,NA,5540.96,102711.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2008,18057.14,1171,NA,310,7388.35,NA,5444.91,833.46,48153.15,29989.72,8226.92,8.6,1840.76,1209.04,NA,45.57,NA,156.51,122835.13,65.97,NA,8200.2199999999993,NA,4516,99810.76,356.5,227.98,1005.16,NA,NA,141.57,503.73,NA,114827.89,2725.94,1711.45,NA,795.76,1753.26,969.19,7955.59,51.65,8007.24,122835.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2009,24312.240000000002,3134.52,NA,2266.52,7912.9,NA,5324.2,814.41,61793.23,28093.08,11914.89,8.6,2277.41,853.51,NA,418.63,NA,545.79999999999995,149669.95000000001,84.12,NA,6988.28,NA,1692.8,128334.98,265.27999999999997,227.61,851.52,1496.83,NA,225.28,1176.6600000000001,NA,141343.35999999999,2725.94,993.55,NA,926.57,2548.92,1079.19,8274.17,52.42,8326.59,149669.95000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2010,33647.89,14765.4,NA,3182.41,8061.23,NA,5758.7,897.45,75764.259999999995,18849.240000000002,25258.3,58.6,15486.62,1052.1500000000001,NA,714.49,110.39,242.62,203849.76,7750.31,NA,11176.35,NA,14985.4,153451.73000000001,221.86,259.87,951.38,1516.26,NA,434.3,2189.02,NA,192936.5,3248.93,1326.26,NA,1098.8499999999999,3993.65,1189.19,10856.88,56.38,10913.26,203849.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2011,41823.26,12434.18,NA,8111.48,5445.78,NA,4043.3,1150.56,92938.72,16106.64,25095.74,58.6,25885.29,1159.9100000000001,29.44,722.2,170.42,184.47,235359.98,26247.97,56.63,11309.38,NA,13233.03,164724.64000000001,260.57,388.82,1750.52,1536.99,NA,359.92,1169.74,NA,221038.22,3768.39,2096.41,NA,1310.75,5588.36,1499.05,14262.96,58.81,14321.77,235359.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2012,47558.080000000002,37025.03,NA,2391.8000000000002,5448.99,NA,9582.07,1088.3900000000001,118767.29,11356.14,22607.439999999999,58.6,44003.7,1324.09,56.98,919.82,NA,157.6,302346.02,47043.75,160,11071.22,NA,16749.3,201316.2,296.94,385.71,2329.3200000000002,4259.1099999999997,NA,366.24,1608.44,NA,285586.25,4123.2700000000004,1730.05,NA,1573.96,7710.7,1560.48,16698.46,61.31,16759.77,302346.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2013,56774.01,16453.009999999998,NA,3803.62,4764.3500000000004,NA,71893.179999999993,1413.42,144139.04,13482.37,21360.61,58.6,68389.48,1520.67,63.42,1029.1600000000001,NA,542.09,405687.01,110363.74,350,5477.46,NA,11080.7,246213.86,361.44,466.17,4544.41,4279.2700000000004,NA,481.17,2619.3200000000002,NA,386237.54,4123.2700000000004,1384.31,NA,1914.62,8939.5,2872.52,19234.21,215.26,19449.48,405687.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天津银行,2014,62689.2,31685,NA,9574.69,7512.18,NA,80050.67,2233.39,166461.32999999999,13575.52,26233.88,NA,76078.63,1532.85,65.75,915.72,NA,250.26,478859.08,122321.75,405.91,10905.08,NA,13856,283413.62,424.3,680.64,6165.13,2697.11,NA,580.57000000000005,8519.0300000000007,NA,449969.14,5126.05,5990.76,29.25,2356.35,10290.030000000001,4879.7299999999996,28672.17,217.77,28889.94,478859.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
