银行,年份,资产：现金及存放中央银行款项,资产：存放同业和其它金融机构款项,资产：贵金属,资产：拆出资金,资产：交易性金融资产,资产：衍生金融资产,资产：买入返售金融资产,资产：应收利息,资产：发放贷款及垫款,资产：可供出售金融资产,资产：持有至到期投资,资产：长期股权投资,资产：应收款项类投资,资产：固定资产,资产：无形资产,资产：递延所得税资产,资产：投资性房地产,资产：其他资产,资产：资产总计,负债：同业和其它金融机构存放款项,负债：向中央银行借款,负债：拆入资金,负债：衍生金融负债,负债：卖出回购金融资产款,负债：吸收存款,负债：应付职工薪酬,负债：应交税费,负债：应付利息,负债：应付债券,负债：递延所得税负债,负债：预计负债,负债：其他负债,负债：负债差额(特殊报表科目),负债：负债合计,所有者权益：股本,所有者权益：资本公积金,所有者权益：其它综合收益,所有者权益：盈余公积金,所有者权益：未分配利润,所有者权益：一般风险准备,所有者权益：归属于母公司所有者权益合计,所有者权益：少数股东权益,所有者权益：所有者权益合计,所有者权益：负债及股东权益总计,资产差额(特殊报表科目),负债：交易性金融负债,所有者权益：外币报表折算差额,资产：代理业务资产,资产：商誉,资产差额(合计平衡项目),负债：代理业务负债,负债：负债差额(合计平衡项目),所有者权益：其它权益工具,所有者权益：　　其它权益工具：优先股,所有者权益：减：库存股,所有者权益：未确认的投资损失,所有者权益：股东权益差额(特殊报表科目),所有者权益：股权权益差额(合计平衡项目),负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),资产：　　拆出资金,负债：　　向中央银行借款,负债：　　拆入资金,负债：　　卖出回购金融资产款,其它综合收益
柳州银行,2006,1623.86,338.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,6575.33,NA,250,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,NA,NA,6170.64,310.02999999999997,2.12,NA,96.96,-4.42,NA,404.69,NA,404.69,6575.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2007,1603.71,47.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,8737.31,NA,250,NA,NA,NA,NA,NA,13.82,NA,NA,NA,NA,NA,NA,8287.02,337.4,2.12,NA,50.81,59.96,NA,450.29,NA,450.29,8737.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2008,1725.1,282.2,NA,14.9,NA,NA,400,22.66,5935.68,NA,827.39,2.4500000000000002,NA,214.4,0.31,NA,NA,673.69,10098.790000000001,9.82,NA,NA,NA,NA,9402.06,18.829999999999998,21.03,68.790000000000006,NA,NA,NA,42.37,NA,9562.91,337.4,2.12,NA,29.64,120.11,46.6,535.88,NA,535.88,10098.790000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2009,3016.75,192.6,NA,14.9,NA,NA,3690.4,88.92,8024.09,270.16000000000003,1237.21,22.45,NA,216.8,0.21,NA,NA,1575.58,18350.07,1331.09,NA,NA,NA,NA,15734.56,17.3,23.73,66.510000000000005,NA,NA,NA,71.56,NA,17244.740000000002,537.4,300.22000000000003,NA,41.65,207.78,18.27,1105.33,NA,1105.33,18350.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2010,5067.6000000000004,173.16,NA,32.119999999999997,10.91,NA,787.59,117.69,10558.23,458.72,2495.44,40.25,NA,252.28,1.33,NA,NA,3990.87,23986.19,370.05,NA,NA,NA,NA,21707.79,20.58,37.950000000000003,75.67,NA,NA,NA,219.93,NA,22431.97,627.4,470.23,NA,55.57,302.19,98.82,1554.22,NA,1554.22,23986.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2011,8229.42,9018.68,NA,1.87,9.82,NA,6778.02,321.37,13126.07,7582.32,2556.1799999999998,142.25,NA,266.7,25.87,NA,24.38,3650.03,51732.98,11761.5,300,6.3,NA,5129.26,30421.87,63.18,98.87,134.38,NA,NA,NA,387.75,NA,48303.12,1137.4000000000001,1501.1,NA,78.58,573.46,139.32,3429.86,NA,3429.86,51732.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2012,10426.24,3007.09,NA,30.57,10.82,NA,7307.79,556.94000000000005,17640.14,16474.96,2951.62,0.25,NA,359.95,55.15,81.180000000000007,17.28,3548.84,62468.82,7527.67,45.5,4.4000000000000004,NA,6012.14,42732.98,82,74.33,252.49,NA,1.86,NA,1467.43,NA,58200.81,1137.4000000000001,1500.83,NA,119.03,953.61,326.99,4037.87,230.14,4268.01,62468.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2013,10904.28,1305.3599999999999,NA,46.33,8.41,NA,5550.96,634.33000000000004,21341.07,21064.74,3327.88,0.25,NA,436.84,NA,NA,15.88,NA,70059.83,6869.13,70,135.07,NA,5640.2,50486.85,77.28,149.16,624.53,NA,NA,NA,NA,NA,65268.59,1137.4000000000001,1333.49,NA,183.3,1043.51,757.15,4454.8500000000004,336.39,4791.24,70059.83,NA,NA,NA,NA,NA,5423.51,NA,1216.3599999999999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
柳州银行,2014,11568.7,3184.21,NA,NA,14.9,NA,1002.51,1387.99,26707.03,32420.53,3277.71,NA,NA,449.77,113.48,142.72999999999999,14.53,5798.72,86082.81,9134.8799999999992,2091,180,NA,3088.9,56457.66,116.21,112.48,914.97,497.75,12.36,NA,5718.19,NA,78324.39,1706.8,2989.39,28.47,349.34,1485.34,840.96,7400.3,358.12,7758.42,86082.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳州银行,2015,10699.62,1642.54,NA,NA,14.11,NA,1664.46,2273.27,31764.71,38088.04,2447.4499999999998,NA,NA,398.44,142.04,274.27,10.75,506.71,89926.41,7224.48,1855,900,NA,2329.52,66884.929999999993,80.400000000000006,169.88,1357.3,498.63,75.8,NA,172.79,NA,81548.740000000005,1706.8,2987.4,219.4,415.61,1647.89,978.52,7955.63,422.05,8377.68,89926.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2006,855.83,102.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288.45,3.33,250,NA,NA,NA,NA,NA,4.96,NA,NA,NA,NA,NA,NA,4039.24,223.08,2.0499999999999998,NA,NA,12.64,NA,249.2,NA,249.2,4288.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2007,1097.78,141.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56000000000000005,NA,NA,NA,7185.29,0.08,460.18,NA,NA,75,NA,NA,15.76,NA,NA,NA,NA,NA,NA,6744.09,400,2.0499999999999998,NA,14.63,24.52,NA,441.2,NA,441.2,7185.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2008,1493.12,320.58,NA,NA,NA,NA,NA,4.32,5042.01,NA,1115.76,25,NA,83.33,6.81,NA,NA,1099.1600000000001,9190.09,201.16,140.18,NA,NA,NA,7594.83,5.52,1.41,20.82,NA,NA,NA,662.89,NA,8626.82,400,47.75,NA,14.63,57.93,42.96,563.27,NA,563.27,9190.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2009,2701.92,313.63,NA,90,NA,NA,209,35.409999999999997,7616.27,NA,2553.2399999999998,25,NA,84.99,8.42,NA,NA,1552.41,15190.28,69.81,140.18,290,NA,200,12917.25,8.4600000000000009,-2.82,26.86,NA,NA,NA,461.09,NA,14110.83,600,247.75,NA,23.12,125.62,82.96,1079.45,NA,1079.45,15190.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2010,4202.5,2594.75,NA,NA,NA,NA,2383.65,59.92,10147.709999999999,NA,914.38,28.41,2815,315.72000000000003,13.59,12.44,NA,878.37,25563.3,1829.76,330.18,NA,NA,500,20988.21,11.29,1.76,38.56,NA,NA,NA,36.159999999999997,NA,23735.91,827.84,565.80999999999995,NA,70.400000000000006,236.18,112.96,1813.19,14.2,1827.39,25563.3,1196.8499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2011,7789.82,7155.25,NA,214.57,NA,NA,4124.2700000000004,202.49,14167.22,NA,1154.32,5,5491.13,347.25,33.15,32.700000000000003,NA,1555.7,42730.66,5328.21,180.18,90,NA,3027.06,30927.59,10.220000000000001,11.62,205.39,NA,NA,NA,125.5,NA,39905.78,1062.06,917.14,NA,115.65,167.38,345.65,2607.88,217,2824.88,42730.66,457.35,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2012,11627.57,7317.91,NA,4.3600000000000003,NA,NA,9102.8700000000008,279.02999999999997,19152.7,NA,1389.99,5,10100.81,405.89,38.51,81.349999999999994,NA,11338.05,71063.23,11147.35,417.08,NA,NA,8306.35,46464.07,53.76,120.73,360.99,NA,NA,NA,403.47,NA,67273.789999999994,1249.95,1026.25,NA,181.93,453.6,571.11,3482.84,306.60000000000002,3789.44,71063.23,218.77,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2013,16467.07,23519.06,NA,21.19,NA,NA,1200,438.41,23397.93,NA,1139.44,5,29094.32,525.33000000000004,64.58,152.71,1.52,7488.7,104051.85,28403.27,880,90.81,NA,NA,67976.45,75.34,139.56,871.59,NA,NA,NA,545.59,NA,98982.6,1393.71,1350.29,NA,406.14,566.84,1028.8,4745.78,323.45999999999998,5069.25,104051.85,536.16999999999996,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2014,17809.66,22115.919999999998,NA,365,NA,NA,4158.2,1021.71,30446.55,2885.22,1703.83,NA,29841.06,789.33,81.64,184.48,1.33,2080.31,113484.67,23862.03,608.24,18.63,NA,449.9,74711.83,83.55,130.46,1258.0899999999999,2991.6,NA,NA,2653.62,NA,106767.94,2208.09,1552.58,57.16,505.36,453.71,1555.78,6332.69,384.04,6716.73,113484.67,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂林银行,2015,15379.25,16227.38,NA,NA,NA,NA,12432.3,972.46,44122.51,3774.06,2903.14,NA,44767.57,1051.0999999999999,83.71,258.62,1.07,1662.52,143636.10999999999,34406.57,835,NA,NA,1000,87531.03,78.260000000000005,33.049999999999997,1105.72,9564.34,NA,NA,670.08,NA,135224.06,2521.1799999999998,2327.7800000000002,89.18,582.54999999999995,609.36,1870.07,8000.12,411.94,8412.06,143636.10999999999,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2002,NA,NA,NA,NA,4865.63,NA,NA,708.61,NA,NA,NA,50,NA,1330.68,6.35,NA,NA,NA,246280.85,NA,NA,NA,NA,NA,NA,96.25,250.62,722.89,NA,NA,NA,NA,NA,240277.04,2586.7199999999998,2532.12,NA,263,624.85,NA,6003.81,NA,6003.81,246280.85,NA,NA,-2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2003,NA,NA,NA,NA,793.1,NA,NA,1233.4100000000001,NA,NA,NA,50,NA,1596.63,34.76,228.88,NA,NA,361064.41,NA,NA,NA,NA,NA,NA,238.85,396.67,1102.76,1995.5,NA,NA,NA,NA,351414.21,3625.26,4061.73,NA,471.69,1494.04,NA,9650.2000000000007,NA,9650.2000000000007,361064.41,NA,NA,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2004,NA,NA,NA,NA,10335.23,NA,NA,1382.8,NA,NA,NA,50,NA,2698.03,69.55,383.15,NA,NA,445398.68,NA,NA,NA,NA,NA,NA,409.92,618.13,1632.18,6160.3,NA,NA,NA,NA,432491.52000000002,5184.45,4948.49,NA,777.45,1999.6,NA,12907.16,NA,12907.16,445398.68,NA,NA,-2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2005,56778.78,10639.25,NA,8192.84,NA,41.69,20009.64,1664.29,373232.23,41188.67,35288.67,NA,3671.84,4898.58,117.96,407.63,NA,1373.21,557505.28000000003,33893.17,NA,NA,264.13,5422.66,488832.76,587.82000000000005,946.14,2313.2800000000002,7263.88,26.87,NA,2262.0300000000002,306.75,542119.49,7258.78,4207.4399999999996,NA,1182.83,1583.71,1200,15385.79,NA,15385.79,557505.28000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.97,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2006,107734.38,9034.35,NA,11826.59,NA,211.75,20321.349999999999,2104.4899999999998,441030.68,50162.43,40302.300000000003,NA,10228.09,5344.02,151.25,745.73,NA,1251.8900000000001,700449.32,55886.7,NA,1210.57,392.32,10083.07,583315.24,1032.75,985.15,2851,21701.88,246.67,NA,3008.72,430.19,681144.26,10167.11,2402.17,NA,1566.01,1780.09,3000,19305.060000000001,NA,19305.060000000001,700449.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.67,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2007,110280.84,8697.1,416.89,17438.07,2572.31,1285.47,62797,3750.49,547295.67000000004,60715.35,45816.05,NA,47449.43,5958.47,159.36000000000001,1021.11,NA,4142.8,919796.41,79296.72,NA,20472.29,1443.89,50484.12,671219.43,1084.7,1983.64,4900.22,33919.86,2326.77,342.05,1700.86,435.69,869610.23,14479.18,16199.67,NA,2199.5300000000002,4727.7,5800,50186.18,NA,50186.18,919796.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6780.09,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2008,184778,14748,110,17095,4405,1216,35313,3402,646475,53472,38716,125,37066,6496,198,1079,NA,4403,1054350,120244,NA,31992,1239,8012,785786,972,2512,6999,33999,NA,609,4323,2991,999678,18823,18064,NA,2983,6009,8001,53880,792,54672,1054350,5253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2009,226054,61848,265,20716,4747,465,52299,4234,867738,48910,57142,125,45567,7440,209,3181,NA,8578,1426392,138470,NA,7500,395,6347,1127938,2009,4982,5931,23060,NA,1269,5335,14262,1337498,22262,38181,NA,4184,12503,10904,88034,860,88894,1426392,16874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2010,266835,125462,279,36453,6024,476,112932,5169,1037723,35067,128610,125,11117,8119,1519,4455,NA,14084,1823737,190296,NA,10975,368,23873,1416939,3199,6242,8774,21496,NA,1966,8808,25544,1718480,26715,37787,NA,5903,19881,13822,104108,1149,105257,1823737,29288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2011,332805,232336,527,37745,20423,587,141022,7210,1178285,64732,117886,125,8319,8823,4770,6982,NA,21592,2229064,262891,160,16450,787,53794,1644738,5335,8414,14894,31030,NA,3061,12575,40825,2094954,26715,38250,NA,8647,39245,16740,129597,4513,134110,2229064,44895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2012,420418,236161,3723,80082,26318,1234,732662,9638,1351512,117150,83653,125,15040,12161,4961,8817,NA,33537,3212001,735851,331,41411,1335,133335,1926194,7711,6309,22639,74969,NA,3173,18395,71804,3043457,28366,45287,NA,12330,37615,39480,163077,5467,168544,3212001,74809,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2013,433802,88885,2913,108026,22262,1986,570424,12339,1539447,111387,133124,145,37818,21478,5392,10683,NA,43556,3226210,544473,405,29204,1883,64567,2146689,7682,5112,27749,91968,NA,2188,18573,81430,3021923,28366,46392,NA,16456,64023,42487,197712,6575,204287,3226210,82543,NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2014,471632,75462,25639,176416,27213,3231,675878,16593,1774159,159724,176834,NA,234393,33375,5273,11764,NA,58726,4015136,848671,50745,43048,2558,83291,2433810,7996,6078,33805,129279,NA,1931,27300,98847,3767380,34153,49949,-400,17077,90019,49344,240142,7614,247756,4015136,88824,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
民生银行,2015,432831,101428,18425,229217,26959,5175,570657,19164,1997625,157000,278364,13,451239,37726,5293,15863,NA,81130,4520688,920380,62477,70395,3326,49129,2732262,9140,9008,33367,181233,NA,1925,29388,108538,4210905,36485,64744,1451,25361,116826,56351,301218,8565,309783,4520688,92579,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2007,6195.09,387.76,NA,100,307.66000000000003,NA,1051.49,141.76,18936.8,2820.5,3889.76,15.61,1023.55,450.67,2.6,174.69,386.67,855.92,36740.550000000003,1205.57,NA,32.39,NA,NA,31297.72,79.89,52.54,149.19,NA,NA,NA,983.36,NA,33800.660000000003,2247.85,453.71,NA,36.82,101.51,100,2939.89,NA,2939.89,36740.550000000003,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
汉口银行,2008,5919.42,1813.33,NA,23.92,2559.67,NA,309.89999999999998,154.63,20732.13,4364.5600000000004,4602.55,15.61,1110.9100000000001,436.86,2.65,173.22,377.43,443.25,43040.05,2622.82,NA,31.01,NA,984,34573.46,83.22,65.13,240.02,NA,34.28,NA,962.36,NA,39596.29,2247.85,614.73,NA,73.209999999999994,337.98,170,3443.75,NA,3443.75,43040.05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2009,7404.53,2088.36,NA,97.18,1995.05,NA,4611.96,152.21,29815.25,8522.77,3611.9,15.61,2640.87,635.88,15.06,167.33,309.48,495.43,62578.879999999997,2489.0100000000002,NA,28.43,NA,3915.71,50776.53,74.41,97.86,214.29,NA,NA,NA,1213.58,NA,58809.82,2247.85,509.94,NA,120.71,584.22,306.35000000000002,3769.06,NA,3769.06,62578.879999999997,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2010,14114.32,12646.45,NA,2797.65,2387.14,NA,9764.34,320.73,36966.019999999997,8867.9,9387.27,15.58,12580.94,905.94,25.99,102.58,116.42,767.19,111766.46,14328.73,NA,28.43,NA,4028.65,85616.25,91.01,81.05,287.17,NA,826.82,NA,NA,NA,105288.1,3306.85,1235.1199999999999,NA,226.71,1270.51,439.18,6478.36,NA,6478.36,111766.46,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
汉口银行,2011,18095.580000000002,22814.400000000001,NA,862.71,2357.98,NA,12132.78,495.22,46811.43,7745.06,6581.2,15.58,13960.67,1040.6600000000001,82.03,50.64,66.760000000000005,4829.99,137942.70000000001,34216.839999999997,NA,506.51,NA,60,91727.92,165.98,342.24,715.72,NA,1.59,0.5,2057.09,NA,129794.38,3517.85,1513.07,NA,377.63,2008.54,707.18,8124.26,24.06,8148.32,137942.70000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2012,21042.48,15031.4,NA,50.74,1370.65,NA,21476.61,534.95000000000005,57757.21,6681.22,7243.63,15.58,25239.23,1256.49,98.45,107.17,NA,4476.43,162382.24,20329.13,50,6.51,NA,10336.540000000001,108100.97,95.37,411.22,1191.2,6880.39,NA,NA,3030.4,NA,150431.74,4127.8500000000004,3221.63,NA,558.84,2933.27,1060.92,11902.51,47.99,11950.5,162382.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2013,24573.42,14320.05,NA,645.16,2755.84,NA,15701.27,573.91999999999996,69366.03,8901.18,9499.6200000000008,15.58,27676.15,1282.9000000000001,94.43,295.08999999999997,NA,2521.1,178221.75,21942.31,30,223.46,NA,5531.78,125615.23,148.82,285.61,1430.4,6884.2,NA,NA,2698.64,NA,164790.45000000001,4127.8500000000004,3054.43,NA,765.14,4118.5200000000004,1313.88,13379.81,51.49,13431.3,178221.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2014,23908.03,6916.89,NA,1050,7471.26,NA,1400,711.84,81211.839999999997,15108.77,9584.31,NA,19121.990000000002,1628.26,84.8,543.51,NA,348.14,169089.63,11605.52,700,961.64,NA,2375.9,114212.49,142.27000000000001,254.68,1612.33,11790.66,13.1,NA,5129.97,NA,154461.1,4127.8500000000004,3258.59,8.14,911.55,4560.51,1702.5,14569.15,59.38,14628.54,169089.63,NA,5662.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
汉口银行,2015,22882.720000000001,1133.33,NA,NA,5036.5200000000004,NA,10150.450000000001,684.63,82982.7,13720.06,21543.56,NA,21953.45,1701.41,75.08,878.37,NA,399.8,183142.08,6117.74,1520,157.04,NA,15385.81,122609.60000000001,170.02,477.6,1516.44,14567.98,95.1,NA,1730.55,NA,167259.42000000001,4127.8500000000004,3258.59,179.69,1059.54,4987.32,2202.6999999999998,15815.69,66.97,15882.66,183142.08,NA,2911.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2006,2318.75,1601.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66,NA,NA,NA,23314.46,2.61,NA,NA,NA,NA,NA,NA,76.86,NA,NA,NA,3021.26,NA,NA,22472.12,300,2.54,NA,198.35,NA,341.44,842.33,NA,842.33,23314.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2007,2854.76,2100.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,NA,NA,NA,25214.12,NA,NA,NA,NA,NA,NA,NA,101.67,NA,NA,NA,NA,NA,NA,23699.18,599.98,2.54,NA,258.05,70,584.36,1514.94,NA,1514.94,25214.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2010,13223.42,14121.87,NA,NA,NA,NA,25859.77,169.35,48691.1,NA,13903.1,54,1130,797.08,25.46,84.26,9.3699999999999992,NA,118167.5,15206.98,NA,NA,NA,20215.849999999999,74404.42,65.22,279.08,767.82,NA,NA,NA,170.74,74.81,111184.91,4000,24.36,NA,514.16999999999996,638.28,1749.35,6926.16,56.43,6982.59,118167.5,98.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2011,17854.46,11069.6,NA,5088.55,389.71,NA,18649.59,428.47,58228.77,971.77,18721.919999999998,3,30,1014.72,37.57,129.62,3.91,NA,132767.20000000001,18130.86,NA,NA,NA,19798.060000000001,84168.69,114.42,218.87,1131.79,NA,16.71,NA,391.21,88.62,124059.23,4384,33.21,NA,1213.5899999999999,951.92,2011.63,8594.34,113.63,8707.9699999999993,132767.20000000001,145.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2012,21200.86,19928.05,NA,NA,5710.17,NA,22127.4,355.63,67272.38,2027.23,19540.669999999998,3,935,1252.92,63.57,34.85,1.39,25,160587,24560.67,50,500,NA,26102.75,97163.07,134.88999999999999,55.01,1556.23,NA,0.96,NA,226.45,122.85,150472.87,4384,10.28,NA,2037.78,1131.26,2423.5500000000002,9986.8700000000008,127.26,10114.129999999999,160587,108.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2013,23787.39,16130.35,1.1100000000000001,NA,3413.4,NA,14410.57,457.87,77244.41,5646.45,21652.36,104.55,765.51,1473.8,63.86,101.16,1.02,6.6,165321.37,15043.85,100,614.72,NA,16724.740000000002,118410.53,274.08,53.89,2390.9699999999998,NA,0.28999999999999998,NA,533.48,154.46,154301.01,4627.55,231.74,NA,2269.0500000000002,1107.76,2678.32,10914.42,105.95,11020.37,165321.37,60.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2014,29464.959999999999,17112.3,5.61,523.34,4976.6000000000004,NA,11870.93,467.92,88277.23,8886.02,23012.99,113,7844.68,1392.79,128.08000000000001,274.01,0.69,623.33000000000004,194974.49,16561.48,1120,1474.38,NA,17879.150000000001,137203.20000000001,242.67,210.74,3270.44,3736.47,14.2,NA,704.25,NA,182416.98,5293.91,309.51,27.63,2580.9299999999998,1152.8599999999999,3067.87,12432.71,124.8,12557.51,194974.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
江苏江南农村商业银行,2015,26511.64,10645.07,6.53,4120.45,4682.0200000000004,NA,13416.39,1176.6300000000001,98702.95,9950.36,23908.21,297.08,33839.54,1497.47,175.72,461.08,0.56999999999999995,550.58000000000004,234328.73,20592.43,400,7596.08,NA,18844.990000000002,149766.34,220.69,234.83,3592.8,16805.28,57.44,NA,1272.75,421.21,219804.83,5844.48,316.04000000000002,133.02000000000001,3206.3,1027.3499999999999,3458.72,13985.91,537.99,14523.9,234328.73,4386.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
