keyword	TC	Centrality	Burst	PY	BurstBegin	BurstEnd	Span	HalfLife2	Status	WaitingTime
De Bruyckere V, 2013, J BANK FINANC, V37, P4793, DOI 10.1016/j.jbankfin.2013.08.012	31.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
**BaselCommitteeonBankingSupervision(Basel), 2011, BAS 3 GLOB REG FRAM, V0, P0	6.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Kenourgios D, 2015, ECON MODEL, V44, P283, DOI 10.1016/j.econmod.2014.10.048	16.0	0.0	0.0	2015	-1	-1	0	2.0	0	5
@PHRASEmoral hazard	28.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEgranger causality	12.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEbetting	1.0	0.0	0.0	2008	-1	-1	0	1.0	0	12
Bisias D, 2012, ANNU REV FINANC ECON, V4, P255, DOI 10.1146/annurev-financial-110311-101754	84.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEasymptotic independence	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
Georg CP, 2013, J BANK FINANC, V37, P2216, DOI 10.1016/j.jbankfin.2013.02.032	81.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
Babus A, 2016, RAND J ECON, V47, P239, DOI 10.1111/1756-2171.12126	9.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Hurd T R, 2016, CONTAGION SYSTEMIC R, V0, P0	7.0	0.0	0.0	2016	-1	-1	0	3.0	0	4
@PHRASEcausality	9.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEequity market	31.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEcredit risk	74.0	0.0	0.0	2008	-1	-1	0	8.0	0	12
Shleifer A, 2011, J ECON PERSPECT, V25, P29, DOI 10.1257/jep.25.1.29	37.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Ladley D, 2013, J ECON DYN CONTROL, V37, P1384, DOI 10.1016/j.jedc.2013.03.009	29.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Bekiros S, 2017, EUR J OPER RES, V256, P945, DOI 10.1016/j.ejor.2016.06.052	1.0	0.0	0.0	2017	-1	-1	0	3.0	0	3
Longin F, 2001, J FINANC, V56, P649, DOI 10.1111/0022-1082.00340	2.0	0.0	0.0	2001	-1	-1	0	8.0	0	19
Acharya V, 2014, J FINANC, V69, P2689, DOI 10.1111/jofi.12206	46.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
Ludwig A, 2014, J INT MONEY FINANC, V48, P125, DOI 10.1016/j.jimonfin.2014.07.008	7.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEnetwork	94.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Brunnermeier M, 2009, GENEVA REPORTS WORLD, V11, P0	4.0	0.0	0.0	2009	-1	-1	0	2.0	0	11
Aloui R, 2011, J BANK FINANC, V35, P130, DOI 10.1016/j.jbankfin.2010.07.021	56.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
@PHRASElinkage	28.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
@PHRASEcorporate governance	31.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEcredit default swap	53.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEfailure	14.0	0.0	0.0	2010	-1	-1	0	9.0	0	10
Dimitriou D, 2013, INT REV FINANC ANAL, V30, P46, DOI 10.1016/j.irfa.2013.05.008	34.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEcontagion risk	10.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Battiston S, 2012, J FINANC STABIL, V8, P138, DOI 10.1016/j.jfs.2012.01.002	49.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEfinancial network	130.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEcountry	24.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
Betz F, 2016, J FINANC STABIL, V25, P206, DOI 10.1016/j.jfs.2015.10.006	8.0	0.0	0.0	2016	-1	-1	0	3.0	0	4
DUFFIE D, 2006, FRAILTY CORRELATED D, V0, P0	2.0	0.0	0.0	2006	-1	-1	0	3.0	0	14
DeYoung R, 2013, J FINANC INTERMED, V22, P397, DOI 10.1016/j.jfi.2013.01.001	7.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
@PHRASEconstraint	11.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
@PHRASEnetwork topology	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEgovernance	21.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEcomplex network	25.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
Aikman D, 2009, 372 BANK ENGL, V0, P0	4.0	0.0	0.0	2009	-1	-1	0	4.0	0	11
Eisenberg L, 2001, MANAGE SCI, V47, P236, DOI 10.1287/mnsc.47.2.236.9835	2.0	0.0	0.0	2001	-1	-1	0	8.0	0	19
Hartmann P, 2004, REV ECON STAT, V86, P313, DOI 10.1162/003465304323023831	4.0	0.0	0.0	2004	-1	-1	0	6.0	0	16
Rodriguez-Moreno M, 2013, J BANK FINANC, V37, P1817, DOI 10.1016/j.jbankfin.2012.07.010	39.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
@PHRASEimpact	101.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEselection	16.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Baluch F, 2011, GENEVA PAP R I-ISS P, V36, P126, DOI 10.1057/gpp.2010.40	16.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Kenourgios D, 2011, J INT FINANC MARK I, V21, P92, DOI 10.1016/j.intfin.2010.08.005	41.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Allen F, 2009, ANNU REV FINANC ECON, V1, P97, DOI 10.1146/annurev.financial.050808.114321	12.0	0.0	0.0	2009	-1	-1	0	7.0	0	11
Metiu N, 2012, ECON LETT, V117, P35, DOI 10.1016/j.econlet.2012.04.074	28.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEflight to liquidity	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Anginer D, 2014, J FINANC INTERMED, V23, P1, DOI 10.1016/j.jfi.2013.11.001	32.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEstress testing	8.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Acharya VV, 2011, J MONETARY ECON, V58, P436, DOI 10.1016/j.jmoneco.2011.05.006	13.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Schularick M, 2012, AM ECON REV, V102, P1029, DOI 10.1257/aer.102.2.1029	19.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
Acharya VV, 2013, J FINANC ECON, V107, P515, DOI 10.1016/j.jfineco.2012.09.004	14.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Afonso G, 2015, ECONOMETRICA, V83, P263, DOI 10.3982/ECTA10586	1.0	0.0	0.0	2015	-1	-1	0	5.0	0	5
Kenourgios D, 2014, INT REV FINANC ANAL, V34, P21, DOI 10.1016/j.irfa.2014.05.001	7.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
Brock WA, 2009, J ECON DYN CONTROL, V33, P1912, DOI 10.1016/j.jedc.2009.05.004	5.0	0.0	0.0	2009	-1	-1	0	6.0	0	11
Wagner W, 2011, J FINANC, V66, P1141, DOI 10.1111/j.1540-6261.2011.01666.x	27.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
@PHRASEattraction	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
Tirole J, 2011, J ECON LIT, V49, P287, DOI 10.1257/jel.49.2.287	7.0	0.0	0.0	2011	-1	-1	0	8.0	0	9
@PHRASEinsurance	64.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Acharya VV, 2006, J BUS, V79, P1355, DOI 10.1086/500679	4.0	0.0	0.0	2006	-1	-1	0	7.0	0	14
*COMM DEP HLTH AG, 2005, SCHED PHARM BEN, V0, P0	1.0	0.0	0.0	2005	-1	-1	0	1.0	0	15
Financial Stability Board, 2011, POL MEAS ADDR SYST I, V0, P0	7.0	0.0	0.0	2011	-1	-1	0	7.0	0	9
Fricke D, 2015, COMPUT ECON, V45, P359, DOI 10.1007/s10614-014-9427-x	50.0	0.0	0.0	2015	-1	-1	0	2.0	0	5
@PHRASEpanel data	25.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
Acharya V, 2012, AM ECON REV, V102, P59, DOI 10.1257/aer.102.3.59	137.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEcost	39.0	0.0	0.0	2006	-1	-1	0	10.0	0	14
Acharya VV, 2015, J FINANC ECON, V115, P215, DOI 10.1016/j.jfineco.2014.11.004	15.0	0.0	0.0	2015	-1	-1	0	2.0	0	5
@PHRASEreinsurance	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
Angelini P, 2011, J MONEY CREDIT BANK, V43, P923, DOI 10.1111/j.1538-4616.2011.00402.x	6.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Girardi G, 2013, J BANK FINANC, V37, P3169, DOI 10.1016/j.jbankfin.2013.02.027	87.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
Wells S, 2004, 230 BANK ENGL, V0, P0	4.0	0.0	0.0	2004	-1	-1	0	7.0	0	16
Acharya VV, 2014, WILEY FINANC SER, V0, P151	6.0	0.0	0.0	2014	-1	-1	0	5.0	0	6
@PHRASElong memory	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEearly warning system	24.0	0.0	0.0	2010	-1	-1	0	5.0	0	10
Zheng ZY, 2012, SCI REP-UK, V2, P0, DOI 10.1038/srep00888	7.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEspillover effect	6.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
Giesecke K, 2011, MANAGE SCI, V57, P1387, DOI 10.1287/mnsc.1110.1375	14.0	0.0	0.0	2011	-1	-1	0	3.0	0	9
