keyword	TC	Centrality	Burst	PY	BurstBegin	BurstEnd	Span	HalfLife2	Status	WaitingTime
@PHRASEcompetition	57.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEeconomy	20.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
Acharya VV, 2010, TECHNICAL REPORT, V0, P0	12.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Demirguc-Kunt A, 2010, J FINANC ECON, V98, P626, DOI 10.1016/j.jfineco.2010.06.004	15.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Banulescu GD, 2015, J BANK FINANC, V50, P575, DOI 10.1016/j.jbankfin.2014.01.037	16.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
Markwat T, 2009, J BANK FINANC, V33, P1996, DOI 10.1016/j.jbankfin.2009.05.008	4.0	0.0	0.0	2009	-1	-1	0	2.0	0	11
Dungey M, 2015, J BANK FINANC, V58, P71, DOI 10.1016/j.jbankfin.2015.04.006	11.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
@PHRASEexpectation	7.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
Ajmi AN, 2014, J INT FINANC MARK I, V28, P213, DOI 10.1016/j.intfin.2013.11.004	6.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
Cont R, 2013, HANDBOOK ON SYSTEMIC RISK, V0, P327	50.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
Giesecke K, 2011, OPER RES, V59, P283, DOI 10.1287/opre.1100.0855	2.0	0.0	0.0	2011	-1	-1	0	-2.0	0	9
@PHRASEhidden markov model	1.0	0.0	0.0	2020	-1	-1	0	0.0	0	0
*USDA, 2003, HIST DAT, V0, P0	1.0	0.0	0.0	2003	-1	-1	0	3.0	0	17
@PHRASEconvolution	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
De Grauwe P, 2013, J INT MONEY FINANC, V34, P15, DOI 10.1016/j.jimonfin.2012.11.003	28.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEg21	28.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
*JUNT AND, 2003, BAL AGR 2002 CONS AG, V0, P0	1.0	0.0	0.0	2003	-1	-1	0	5.0	0	17
@PHRASEfinancial crisis	245.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEcovar	54.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEtail	5.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
Tumminello M, 2010, J ECON BEHAV ORGAN, V75, P40, DOI 10.1016/j.jebo.2010.01.004	7.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Gorton G, 2004, AM ECON REV, V94, P455, DOI 10.1257/0002828041464650	4.0	0.0	0.0	2004	-1	-1	0	7.0	0	16
Lopez-Espinosa G, 2012, J BANK FINANC, V36, P3150, DOI 10.1016/j.jbankfin.2012.04.020	48.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEbusiness cycle	13.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
Borio C, 2012, J FINANC STABIL, V8, P236, DOI 10.1016/j.jfs.2011.12.003	8.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
@PHRASEincentive	6.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEco movement	6.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
Aebi V, 2012, J BANK FINANC, V36, P3213, DOI 10.1016/j.jbankfin.2011.10.020	6.0	0.0	0.0	2012	-1	-1	0	7.0	0	8
@PHRASEfinance	38.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEsystemic risk	962.0	0.0	0.0	2006	-1	-1	0	11.0	0	14
@PHRASEcoefficient	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
Kritzman M, 2011, J PORTFOLIO MANAGE, V37, P112, DOI 10.3905/jpm.2011.37.4.112	29.0	0.0	0.0	2011	-1	-1	0	7.0	0	9
Markose S, 2012, J ECON BEHAV ORGAN, V83, P627, DOI 10.1016/j.jebo.2012.05.016	56.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Allen F, 2012, J FINANC ECON, V104, P519, DOI 10.1016/j.jfineco.2011.07.003	57.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEpolicy	45.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Nucera F, 2016, J EMPIR FINANC, V38, P461, DOI 10.1016/j.jempfin.2016.01.002	7.0	0.0	0.0	2016	-1	-1	0	3.0	0	4
@PHRASEtrade	6.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
Bagstad KJ, 2013, ECOSYST SERV, V5, P0	6.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
@PHRASEtime series	70.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Ang A, 2013, J MONETARY ECON, V60, P493, DOI 10.1016/j.jmoneco.2013.04.009	35.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEfinancial fragility	5.0	0.0	0.0	2014	-1	-1	0	0.0	0	6
Tonzer L, 2015, J FINANC STABIL, V18, P19, DOI 10.1016/J.JFS.2015.02.002	7.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
*NHCDC, 1999, AUSTR REF DIAGN REL, V0, P0	1.0	0.0	0.0	1999	-1	-1	0	7.0	0	21
@PHRASEsecuritization	17.0	0.0	0.0	2012	-1	-1	0	3.0	0	8
@PHRASEsovereign debt	16.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
*AHTAC, 1998, SUP SERV GUID LUNG T, V0, P0	1.0	0.0	0.0	1998	-1	-1	0	8.0	0	22
Caccioli F, 2012, ADV COMPLEX SYST, V15, P0, DOI 10.1142/S0219525912500580	29.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
Afonso G, 2011, J FINANC, V66, P1109, DOI 10.1111/j.1540-6261.2011.01670.x	26.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
Demirguc-Kunt A, 2013, J BANK FINANC, V37, P875, DOI 10.1016/j.jbankfin.2012.10.010	16.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
Aielli GP, 2013, J BUS ECON STAT, V31, P282, DOI 10.1080/07350015.2013.771027	7.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
Engle R, 2015, REV FINANC, V19, P145, DOI 10.1093/rof/rfu012	33.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
@PHRASEfuture	7.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEcredit	52.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASErisk contagion	5.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEinvestment	39.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Battiston S, 2012, SCI REP-UK, V2, P0, DOI 10.1038/srep00541	104.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEtoo	7.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Lopez-Espinosa G, 2015, J BANK FINANC, V58, P471, DOI 10.1016/j.jbankfin.2015.05.004	7.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
@PHRASEprediction	7.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEfinancial stability	111.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Benoit S, 2013, WORKING PAPER, V0, P0	5.0	0.0	0.0	2013	-1	-1	0	1.0	0	7
@PHRASEclimate change	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEconditional excess probability	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEtopology	79.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEaggregation	1.0	0.0	0.0	2008	-1	-1	0	1.0	0	12
Cerutti E, 2017, J FINANC STABIL, V28, P203, DOI 10.1016/j.jfs.2015.10.004	7.0	0.0	0.0	2017	-1	-1	0	1.0	0	3
Beck T, 2013, J FINANC INTERMED, V22, P218, DOI 10.1016/j.jfi.2012.07.001	22.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEfire sale	22.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEindustry	19.0	0.0	0.0	2012	-1	-1	0	3.0	0	8
@PHRASEcrisis	155.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Broto C, 2015, J EMPIR FINANC, V32, P165, DOI 10.1016/j.jempfin.2015.03.010	15.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
DellAriccia G, 2014, J ECON THEORY, V149, P65, DOI 10.1016/j.jet.2013.06.002	9.0	0.0	0.0	2014	-1	-1	0	5.0	0	6
Gorton G, 2012, J FINANC ECON, V104, P425, DOI 10.1016/j.jfineco.2011.03.016	63.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEcopula	58.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Samarakoon LP, 2011, J INT FINANC MARK I, V21, P724, DOI 10.1016/j.intfin.2011.05.001	16.0	0.0	0.0	2011	-1	-1	0	7.0	0	9
@PHRASEsector	16.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Martinez-Jaramillo S, 2014, J ECON DYN CONTROL, V40, P242, DOI 10.1016/j.jedc.2014.01.009	42.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASErisk-weighted asset	1.0	0.0	0.0	2020	-1	-1	0	0.0	0	0
@PHRASEtrade credit	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Allen L, 2012, REV FINANC STUD, V25, P3000, DOI 10.1093/rfs/hhs094	47.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Eichengreen B, 2012, J INT MONEY FINANC, V31, P1299, DOI 10.1016/j.jimonfin.2012.02.002	18.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
Huang X, 2012, J FINANC SERV RES, V42, P55, DOI 10.1007/s10693-011-0117-8	51.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEinterdependence	88.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEinterbank market	87.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Mensi W, 2014, EMERG MARK REV, V19, P1, DOI 10.1016/j.ememar.2014.04.002	7.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEdynamics	59.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Musmeci N, 2013, J STAT PHYS, V151, P720, DOI 10.1007/s10955-013-0720-1	7.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
@PHRASEshadow banking	17.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
Chen H, 2014, J RISK INSUR, V81, P623, DOI 10.1111/j.1539-6975.2012.01503.x	30.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
DeYoung R, 2013, J FINANC QUANT ANAL, V48, P165, DOI 10.1017/S0022109012000646	6.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
@PHRASEdecomposition	7.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASElaw	4.0	0.0	0.0	2012	-1	-1	0	0.0	0	8
Roukny T, 2013, SCI REP-UK, V3, P0, DOI 10.1038/srep02759	35.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEautoregressive conditional heteroskedasticity	7.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEuncertainty	33.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEequilibrium	52.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASErun	12.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Acemoglu D, 2012, ECONOMETRICA, V80, P1977, DOI 10.3982/ECTA9623	33.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Bech ML, 2010, PHYSICA A, V389, P5223, DOI 10.1016/j.physa.2010.05.058	42.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEpredictability	6.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEinternational equity market	2.0	0.0	0.0	2008	-1	-1	0	1.0	0	12
@PHRASEasset price	4.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
Craig B, 2014, J FINANC INTERMED, V23, P322, DOI 10.1016/j.jfi.2014.02.003	85.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
*POL AN INC, 2001, EXPL AN DAT BREATHE, V0, P0	1.0	0.0	0.0	2001	-1	-1	0	5.0	0	19
Foos D, 2010, J BANK FINANC, V34, P2929, DOI 10.1016/j.jbankfin.2010.06.007	10.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
**InternationalMonetaryFund, 2010, GLOB FIN STAB REP M, V0, P0	4.0	0.0	0.0	2010	-1	-1	0	2.0	0	10
*COMM DEP HLTH AG, 2001, ORPH DRUG PROGR IMPR, V0, P0	1.0	0.0	0.0	2001	-1	-1	0	5.0	0	19
@PHRASEdynamic conditional correlation	28.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
Allen F, 2013, J MONEY CREDIT BANK, V45, P121, DOI 10.1111/jmcb.12038	6.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
Finger K, 2013, COMPUT MANAG SCI, V10, P187, DOI 10.1007/s10287-013-0171-9	7.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
Arghyrou MG, 2012, J INT FINANC MARK I, V22, P658, DOI 10.1016/j.intfin.2012.03.003	36.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Christiansen C, 2009, J BANK FINANC, V33, P1048, DOI 10.1016/j.jbankfin.2008.10.014	3.0	0.0	0.0	2009	-1	-1	0	2.0	0	11
@PHRASEreturn	158.0	0.0	0.0	2008	-1	-1	0	9.0	0	12
Mistrulli PE, 2011, J BANK FINANC, V35, P1114, DOI 10.1016/j.jbankfin.2010.09.018	80.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
Mink M, 2013, J INT MONEY FINANC, V34, P102, DOI 10.1016/j.jimonfin.2012.11.006	37.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEdiversification	88.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Brunnermeier M, 2012, WORKING PAPER, V0, P0	24.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Arinaminpathy N, 2012, P NATL ACAD SCI USA, V109, P18338, DOI 10.1073/pnas.1213767109	28.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
Berger AN, 2009, J FINANC SERV RES, V35, P99, DOI 10.1007/s10693-008-0050-7	13.0	0.0	0.0	2009	-1	-1	0	8.0	0	11
@PHRASEperformance	100.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEderivative	14.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Dam L, 2012, REV FINANC STUD, V25, P2343, DOI 10.1093/rfs/hhs056	6.0	0.0	0.0	2012	-1	-1	0	7.0	0	8
*AUSTR GOV DEP HLT, 2001, MED BEN SCHED, V0, P0	1.0	0.0	0.0	2001	-1	-1	0	5.0	0	19
**TheGenevaAssociation, 2010, SYST RISK INS AN INS, V0, P0	7.0	0.0	0.0	2010	-1	-1	0	4.0	0	10
@PHRASEcross section	18.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
Iori G, 2015, J ECON DYN CONTROL, V50, P98, DOI 10.1016/j.jedc.2014.08.016	7.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
@PHRASEregression	29.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEtail dependence	16.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
Delatte AL, 2012, J INT MONEY FINANC, V31, P481, DOI 10.1016/j.jimonfin.2011.10.008	6.0	0.0	0.0	2012	-1	-1	0	7.0	0	8
@PHRASEdiffusion	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Silva TC, 2016, EMERG MARK REV, V26, P130, DOI 10.1016/j.ememar.2015.12.004	19.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
Bekaert G, 2013, J MONETARY ECON, V60, P771, DOI 10.1016/j.jmoneco.2013.06.003	8.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
@PHRASEbank	141.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEfirm	41.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEglobalization	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEriskmanagement	6.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEgarch	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEeuro area	14.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
Borio C, 2014, J FINANC STABIL, V12, P3, DOI 10.1016/j.jfs.2013.06.001	6.0	0.0	0.0	2014	-1	-1	0	5.0	0	6
@PHRASEexpected shortfall	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Brunnermeier MK, 2014, AM ECON REV, V104, P379, DOI 10.1257/aer.104.2.379	24.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
Dieckmann S, 2012, REV FINANC, V16, P903, DOI 10.1093/rof/rfr015	23.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
Beck T, 2009, 4943 WORLD BANK, V0, P0	5.0	0.0	0.0	2009	-1	-1	0	6.0	0	11
@PHRASEintegration	60.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEchina	19.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Arnold B, 2012, J BANK FINANC, V36, P3125, DOI 10.1016/j.jbankfin.2012.07.023	22.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
**BaselCommitteeonBankingSupervision, 2001, NEW BAS CAP ACC, V0, P0	1.0	0.0	0.0	2001	-1	-1	0	8.0	0	19
Kodres LE, 2002, J FINANC, V57, P769, DOI 10.1111/1540-6261.00441	6.0	0.0	0.0	2002	-1	-1	0	8.0	0	18
Acharya VV, 2016, REV CORP FINANC STUD, V5, P36, DOI 10.1093/rcfs/cfv006	6.0	0.0	0.0	2016	-1	-1	0	3.0	0	4
@PHRASEspread	55.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEshortfall	7.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
*FIN STAB FOR, 2009, REP FIN STAB FOR ADD, V0, P0	4.0	0.0	0.0	2009	-1	-1	0	3.0	0	11
Adrian T, 2009, AM ECON REV, V99, P600, DOI 10.1257/aer.99.2.600	4.0	0.0	0.0	2009	-1	-1	0	2.0	0	11
Iyer R, 2011, REV FINANC STUD, V24, P1337, DOI 10.1093/rfs/hhp105	29.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
Martinez-Jaramillo S, 2010, J ECON DYN CONTROL, V34, P2358, DOI 10.1016/j.jedc.2010.06.004	9.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEmacroprudential regulation	17.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Petersen MA, 2009, REV FINANC STUD, V22, P435, DOI 10.1093/rfs/hhn053	15.0	0.0	0.0	2009	-1	-1	0	7.0	0	11
@PHRASEcat bond	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
Hautsch N, 2014, INT J FORECASTING, V30, P781, DOI 10.1016/j.ijforecast.2013.09.004	17.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
Boccaletti S, 2014, PHYS REP, V544, P1, DOI 10.1016/j.physrep.2014.07.001	6.0	0.0	0.0	2014	-1	-1	0	5.0	0	6
@PHRASEbenefit function	1.0	0.0	0.0	2008	-1	-1	0	1.0	0	12
Demirer M, 2018, J APPL ECONOMET, V33, P1, DOI 10.1002/jae.2585	10.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
Elsinger H, 2013, HANDBOOK ON SYSTEMIC RISK, V0, P287	7.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
Aldasoro I, 2015, QUANT FINANC, V15, P589, DOI 10.1080/14697688.2014.968194	7.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
Puzanova N, 2013, J BANK FINANC, V37, P1243, DOI 10.1016/j.jbankfin.2012.11.017	7.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Bluhm M, 2014, J FINANC STABIL, V13, P75, DOI 10.1016/j.jfs.2014.04.002	7.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEgrowth	27.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
Caccioli F, 2015, J ECON DYN CONTROL, V51, P50, DOI 10.1016/j.jedc.2014.09.041	31.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
@PHRASEglobal financial crisis	66.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Admati A R, 2013, BANKERS NEW CLOTHES, V0, P0	21.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Allen F, 2008, J ACCOUNT ECON, V45, P358, DOI 10.1016/j.jacceco.2007.02.005	5.0	0.0	0.0	2008	-1	-1	0	6.0	0	12
@PHRASEcorrelation	14.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
Tedeschi G, 2012, PLOS ONE, V7, P0, DOI 10.1371/journal.pone.0052749	7.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEfinancial institution	32.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEskewness	8.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEcrude oil	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEinterconnectedness	29.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
He ZG, 2012, REV FINANC STUD, V25, P1799, DOI 10.1093/rfs/hhs004	7.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEbanking crisis	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEworld	6.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
Hanson SG, 2011, J ECON PERSPECT, V25, P3, DOI 10.1257/jep.25.1.3	42.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
@PHRASEbehavior	36.0	0.0	0.0	2006	-1	-1	0	10.0	0	14
Alter A, 2014, J BANK FINANC, V42, P134, DOI 10.1016/j.jbankfin.2014.01.030	29.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
Longstaff FA, 2011, AM ECON J-MACROECON, V3, P75, DOI 10.1257/mac.3.2.75	70.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
Capponi A, 2016, OPER RES, V64, P1121, DOI 10.1287/opre.2015.1402	6.0	0.0	0.0	2016	-1	-1	0	3.0	0	4
Hughes JP, 2013, J FINANC INTERMED, V22, P559, DOI 10.1016/j.jfi.2013.06.004	7.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Mason C, 2003, Agricultural Finance Review, V63, P23	2.0	0.0	0.0	2003	-1	-1	0	3.0	0	17
Coval J, 2009, J ECON PERSPECT, V23, P3, DOI 10.1257/jep.23.1.3	3.0	0.0	0.0	2009	-1	-1	0	1.0	0	11
@PHRASEor in banking	1.0	0.0	0.0	2020	-1	-1	0	0.0	0	0
@PHRASEcds spread	20.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEcentral counterparty	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEcapital regulation	7.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEstock	54.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEstock market	104.0	0.0	0.0	2008	-1	-1	0	9.0	0	12
@PHRASEbank risk	24.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEcatastrophe insurance	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
Lo Duca M, 2013, J BANK FINANC, V37, P2183, DOI 10.1016/j.jbankfin.2012.06.010	7.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
Int Veld D, 2014, J BANK FINANC, V49, P27, DOI 10.1016/j.jbankfin.2014.08.006	32.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEdependence	73.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
Carmona R, 2015, COMMUN MATH SCI, V13, P911, DOI 10.4310/CMS.2015.v13.n4.a4	6.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
Karolyi GA, 2012, J FINANC ECON, V105, P82, DOI 10.1016/j.jfineco.2011.12.008	6.0	0.0	0.0	2012	-1	-1	0	2.0	0	8
@PHRASEnetwork model	18.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
**BaselCommitteeonBankingSupervision, 2010, BAS 3 GLOB REG FRAM, V0, P0	12.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Levy-Carciente S, 2015, J BANK FINANC, V59, P164, DOI 10.1016/j.jbankfin.2015.05.008	7.0	0.0	0.0	2015	-1	-1	0	2.0	0	5
Creal D, 2013, J APPL ECONOMET, V28, P777, DOI 10.1002/jae.1279	8.0	0.0	0.0	2013	-1	-1	0	5.0	0	7
Bichuch M, 2019, SIAM J FINANC MATH, V10, P68, DOI 10.1137/18M1195425	1.0	0.0	0.0	2019	-1	-1	0	1.0	0	1
Acharya VV, 2013, REV FINANC, V17, P107, DOI 10.1093/rof/rfs022	27.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
Caballero J, 2015, J INT FINANC MARK I, V34, P127, DOI 10.1016/j.intfin.2014.11.005	7.0	0.0	0.0	2015	-1	-1	0	4.0	0	5
Battiston S, 2009, 15611 NBER, V0, P0	4.0	0.0	0.0	2009	-1	-1	0	3.0	0	11
Huang X, 2012, J FINANC STABIL, V8, P193, DOI 10.1016/j.jfs.2011.10.004	36.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Battiston S, 2007, J ECON DYN CONTROL, V31, P2061, DOI 10.1016/j.jedc.2007.01.004	4.0	0.0	0.0	2007	-1	-1	0	3.0	0	13
Schwarcz SL, 2008, GEORGETOWN LAW J, V97, P193	4.0	0.0	0.0	2008	-1	-1	0	3.0	0	12
@PHRASEagent-based model	17.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEdeterminant	100.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
*DEP BUS ENT REG R, 2007, 07706 URN DEP BUS EN, V0, P0	1.0	0.0	0.0	2007	-1	-1	0	1.0	0	13
Demirguc-Kunt A, 2008, J FINANC INTERMED, V17, P407, DOI 10.1016/j.jfi.2007.03.009	8.0	0.0	0.0	2008	-1	-1	0	6.0	0	12
@PHRASEbailout	18.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
Pukthuanthong K, 2009, J FINANC ECON, V94, P214, DOI 10.1016/j.jfineco.2008.12.004	7.0	0.0	0.0	2009	-1	-1	0	8.0	0	11
@PHRASEcatastrophe bond pricing	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
Manganelli S, 2009, ECON POLICY, V0, P191, DOI 10.1111/j.1468-0327.2009.00220.x	7.0	0.0	0.0	2009	-1	-1	0	8.0	0	11
Pragidis IC, 2015, J FINANC STABIL, V18, P127, DOI 10.1016/j.jfs.2015.04.001	15.0	0.0	0.0	2015	-1	-1	0	2.0	0	5
Diamond DW, 2011, Q J ECON, V126, P557, DOI 10.1093/qje/qjr012	28.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
Erkens DH, 2012, J CORP FINANC, V18, P389, DOI 10.1016/j.jcorpfin.2012.01.005	7.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEbank regulation	22.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
Beltratti A, 2012, J FINANC ECON, V105, P1, DOI 10.1016/j.jfineco.2011.12.005	43.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
Covitz D, 2013, J FINANC, V68, P815, DOI 10.1111/jofi.12023	6.0	0.0	0.0	2013	-1	-1	0	6.0	0	7
